Team,Year,Team ID,Pos,Ht,Wt
Air Force,2024,721,C,"6'3""",310
Air Force,2024,721,CB,"6'1""",185
Air Force,2024,721,DB,"6'1""",210
Air Force,2024,721,DB,"6'2""",185
Air Force,2024,721,DB,"5'11""",200
Air Force,2024,721,DB,"6'2""",205
Air Force,2024,721,DB,"6'1""",200
Air Force,2024,721,DB,"6'0""",215
Air Force,2024,721,DB,"6'4""",200
Air Force,2024,721,DB,"6'1""",215
Air Force,2024,721,DB,"6'1""",205
Air Force,2024,721,DB,"6'0""",195
Air Force,2024,721,DB,"6'2""",205
Air Force,2024,721,DB,"6'2""",200
Air Force,2024,721,DB,"6'1""",215
Air Force,2024,721,DB,"5'10""",175
Air Force,2024,721,DE,"6'5""",255
Air Force,2024,721,DE,"6'7""",270
Air Force,2024,721,DL,"6'2""",285
Air Force,2024,721,DL,"6'0""",280
Air Force,2024,721,DL,"6'3""",290
Air Force,2024,721,DL,"6'0""",280
Air Force,2024,721,DL,"6'0""",275
Air Force,2024,721,DT,"6'4""",275
Air Force,2024,721,FB,"5'10""",215
Air Force,2024,721,FB,"6'0""",225
Air Force,2024,721,FB,"6'0""",245
Air Force,2024,721,FB,"6'1""",220
Air Force,2024,721,ILB,"6'1""",225
Air Force,2024,721,ILB,"6'3""",220
Air Force,2024,721,ILB,"6'0""",210
Air Force,2024,721,ILB,"6'2""",225
Air Force,2024,721,ILB,"6'3""",240
Air Force,2024,721,ILB,"5'11""",225
Air Force,2024,721,LB,"6'4""",240
Air Force,2024,721,LB,"6'3""",235
Air Force,2024,721,LB,"6'3""",235
Air Force,2024,721,LB,"6'1""",215
Air Force,2024,721,LB,"6'1""",225
Air Force,2024,721,LB,"6'2""",215
Air Force,2024,721,LB,"6'1""",225
Air Force,2024,721,LB,"6'4""",235
Air Force,2024,721,LB,"6'0""",220
Air Force,2024,721,LB,"6'2""",245
Air Force,2024,721,LS,"6'0""",205
Air Force,2024,721,LS,"6'1""",200
Air Force,2024,721,NG,"6'3""",265
Air Force,2024,721,NG,"6'4""",270
Air Force,2024,721,OC,"6'3""",275
Air Force,2024,721,OG,"6'4""",285
Air Force,2024,721,OG,"6'3""",285
Air Force,2024,721,OL,"6'3""",290
Air Force,2024,721,OL,"6'5""",295
Air Force,2024,721,OL,"6'4""",305
Air Force,2024,721,OL,"6'4""",280
Air Force,2024,721,OL,"6'3""",300
Air Force,2024,721,OL,"6'3""",270
Air Force,2024,721,OL,"6'4""",300
Air Force,2024,721,OL,"6'4""",275
Air Force,2024,721,OL,"6'2""",290
Air Force,2024,721,OL,"6'3""",310
Air Force,2024,721,OL,"6'3""",295
Air Force,2024,721,OLB,"6'2""",235
Air Force,2024,721,OLB,"5'11""",205
Air Force,2024,721,OLB,"6'4""",245
Air Force,2024,721,OLB,"6'3""",240
Air Force,2024,721,OT,"6'3""",275
Air Force,2024,721,OT,"6'2""",265
Air Force,2024,721,P,"5'11""",165
Air Force,2024,721,P,"6'4""",225
Air Force,2024,721,P,"6'2""",200
Air Force,2024,721,PK,"6'0""",190
Air Force,2024,721,PK,"6'2""",195
Air Force,2024,721,PK,"5'11""",195
Air Force,2024,721,PK,"6'0""",180
Air Force,2024,721,QB,"6'2""",200
Air Force,2024,721,QB,"6'0""",195
Air Force,2024,721,QB,"6'2""",190
Air Force,2024,721,QB,"6'1""",190
Air Force,2024,721,RB,"5'11""",215
Air Force,2024,721,RB,"5'10""",205
Air Force,2024,721,RB,"6'0""",215
Air Force,2024,721,RB,"5'9""",185
Air Force,2024,721,RB,"5'8""",190
Air Force,2024,721,RB,"5'9""",190
Air Force,2024,721,RB,"5'8""",170
Air Force,2024,721,RB,"5'10""",195
Air Force,2024,721,RB,"5'11""",215
Air Force,2024,721,RB,"5'7""",170
Air Force,2024,721,RB,"5'10""",185
Air Force,2024,721,TE,"6'5""",235
Air Force,2024,721,TE,"6'8""",250
Air Force,2024,721,TE,"6'6""",245
Air Force,2024,721,TE,"6'6""",225
Air Force,2024,721,WR,"5'10""",165
Air Force,2024,721,WR,"6'2""",190
Air Force,2024,721,WR,"6'0""",195
Air Force,2024,721,WR,"6'2""",200
Air Force,2024,721,WR,"5'8""",185
Air Force,2024,721,WR,"6'0""",185
Air Force,2024,721,WR,"6'3""",180
Air Force,2024,721,WR,"5'8""",180
Air Force,2024,721,WR,"5'9""",180
Air Force,2024,721,WR,"6'2""",205
Air Force,2024,721,WR,"6'0""",190
Air Force,2024,721,WR,"5'10""",180
Air Force,2024,721,WR,"6'1""",200
Air Force,2024,721,WR,"6'2""",195
Air Force,2024,721,WR,"6'1""",185
Air Force,2024,721,WR,"6'2""",185
Akron,2024,5,CB,"6'0""",200
Akron,2024,5,CB,"5'10""",180
Akron,2024,5,CB,"6'0""",195
Akron,2024,5,CB,"6'0""",185
Akron,2024,5,CB,"5'10""",190
Akron,2024,5,DB,"6'2""",200
Akron,2024,5,DB,"5'10""",200
Akron,2024,5,DB,"5'11""",165
Akron,2024,5,DB,"5'10""",190
Akron,2024,5,DB,"6'2""",175
Akron,2024,5,DB,"6'2""",205
Akron,2024,5,DB,"5'10""",160
Akron,2024,5,DB,"6'3""",190
Akron,2024,5,DB,"5'9""",200
Akron,2024,5,DB,"5'11""",180
Akron,2024,5,DE,"6'2""",215
Akron,2024,5,DE,"6'3""",220
Akron,2024,5,DE,"6'4""",250
Akron,2024,5,DL,"6'3""",265
Akron,2024,5,DL,"6'1""",295
Akron,2024,5,DL,"6'3""",235
Akron,2024,5,DL,"6'7""",250
Akron,2024,5,DL,"6'1""",280
Akron,2024,5,DL,"6'3""",245
Akron,2024,5,DL,"6'2""",310
Akron,2024,5,DL,"6'4""",285
Akron,2024,5,DL,"6'1""",300
Akron,2024,5,DL,"6'3""",290
Akron,2024,5,DL,"6'4""",260
Akron,2024,5,DL,"6'1""",310
Akron,2024,5,DL,"6'2""",315
Akron,2024,5,DL,"6'3""",240
Akron,2024,5,DL,"6'2""",310
Akron,2024,5,DL,"6'5""",235
Akron,2024,5,K,"5'9""",210
Akron,2024,5,K,"5'9""",170
Akron,2024,5,K,"5'10""",185
Akron,2024,5,K,"6'0""",180
Akron,2024,5,LB,"6'1""",215
Akron,2024,5,LB,"6'2""",220
Akron,2024,5,LB,"6'0""",235
Akron,2024,5,LB,"6'0""",245
Akron,2024,5,LB,"6'0""",225
Akron,2024,5,LB,"6'0""",205
Akron,2024,5,LB,"6'1""",215
Akron,2024,5,LB,"6'0""",235
Akron,2024,5,LB,"5'10""",195
Akron,2024,5,LS,"6'1""",225
Akron,2024,5,LS,"5'10""",225
Akron,2024,5,OL,"6'5""",285
Akron,2024,5,OL,"6'4""",315
Akron,2024,5,OL,"6'3""",315
Akron,2024,5,OL,"6'2""",300
Akron,2024,5,OL,"6'3""",300
Akron,2024,5,OL,"6'6""",305
Akron,2024,5,OL,"6'4""",285
Akron,2024,5,OL,"6'5""",320
Akron,2024,5,OL,"6'3""",295
Akron,2024,5,OL,"6'7""",315
Akron,2024,5,OL,"6'3""",355
Akron,2024,5,OL,"6'2""",290
Akron,2024,5,OL,"6'3""",275
Akron,2024,5,OL,"6'4""",280
Akron,2024,5,OL,"6'2""",330
Akron,2024,5,OL,"6'5""",315
Akron,2024,5,OL,"6'6""",290
Akron,2024,5,OL,"6'2""",300
Akron,2024,5,OL,"6'2""",300
Akron,2024,5,P,"5'10""",195
Akron,2024,5,P,"6'2""",210
Akron,2024,5,QB,"5'11""",195
Akron,2024,5,QB,"6'3""",220
Akron,2024,5,QB,"6'3""",200
Akron,2024,5,QB,"6'4""",195
Akron,2024,5,RB,"5'7""",185
Akron,2024,5,RB,"6'0""",205
Akron,2024,5,RB,"5'11""",200
Akron,2024,5,RB,"5'11""",170
Akron,2024,5,RB,"5'10""",185
Akron,2024,5,RB,"5'11""",200
Akron,2024,5,RB,"5'9""",180
Akron,2024,5,S,"5'10""",205
Akron,2024,5,S,"6'0""",190
Akron,2024,5,S,"5'11""",190
Akron,2024,5,S,"6'0""",220
Akron,2024,5,S,"5'11""",180
Akron,2024,5,S,"6'0""",200
Akron,2024,5,TE,"6'4""",245
Akron,2024,5,TE,"6'1""",235
Akron,2024,5,TE,"6'1""",240
Akron,2024,5,TE,"6'4""",240
Akron,2024,5,TE,"6'4""",250
Akron,2024,5,TE,"6'6""",195
Akron,2024,5,WR,"6'1""",190
Akron,2024,5,WR,"6'4""",195
Akron,2024,5,WR,"6'0""",200
Akron,2024,5,WR,"5'8""",180
Akron,2024,5,WR,"6'1""",180
Akron,2024,5,WR,"6'3""",205
Akron,2024,5,WR,"5'8""",185
Akron,2024,5,WR,"5'9""",145
Akron,2024,5,WR,"5'7""",170
Akron,2024,5,WR,"6'0""",190
Akron,2024,5,WR,"6'1""",170
Akron,2024,5,WR,"6'3""",170
Akron,2024,5,WR,"5'9""",170
Akron,2024,5,WR,"6'2""",215
Alabama,2024,8,DB,"6'0""",196
Alabama,2024,8,DB,"6'1""",200
Alabama,2024,8,DB,"6'1""",182
Alabama,2024,8,DB,"6'0""",200
Alabama,2024,8,DB,"5'10""",160
Alabama,2024,8,DB,"5'11""",197
Alabama,2024,8,DB,"6'2""",204
Alabama,2024,8,DB,"6'2""",185
Alabama,2024,8,DB,"6'1""",201
Alabama,2024,8,DB,"6'0""",185
Alabama,2024,8,DB,"5'11""",210
Alabama,2024,8,DB,"5'10""",206
Alabama,2024,8,DB,"5'11""",195
Alabama,2024,8,DB,"5'11""",192
Alabama,2024,8,DB,"6'3""",204
Alabama,2024,8,DB,"6'0""",201
Alabama,2024,8,DB,"6'0""",186
Alabama,2024,8,DB,"6'1""",180
Alabama,2024,8,DB,"6'1""",206
Alabama,2024,8,DB,"5'10""",160
Alabama,2024,8,DB,"6'0""",205
Alabama,2024,8,DB,"6'2""",190
Alabama,2024,8,DB,"5'10""",180
Alabama,2024,8,DL,"6'4""",296
Alabama,2024,8,DL,"6'2""",299
Alabama,2024,8,DL,"6'3""",275
Alabama,2024,8,DL,"6'5""",277
Alabama,2024,8,DL,"6'2""",326
Alabama,2024,8,DL,"6'3""",278
Alabama,2024,8,DL,"6'5""",325
Alabama,2024,8,DL,"6'4""",298
Alabama,2024,8,DL,"6'5""",283
Alabama,2024,8,DL,"6'4""",313
Alabama,2024,8,DL,"6'4""",268
Alabama,2024,8,DL,"6'3""",296
Alabama,2024,8,DL,"6'4""",314
Alabama,2024,8,LB,"6'2""",232
Alabama,2024,8,LB,"6'1""",190
Alabama,2024,8,LB,"5'8""",190
Alabama,2024,8,LB,"6'3""",244
Alabama,2024,8,LB,"6'4""",242
Alabama,2024,8,LB,"6'0""",200
Alabama,2024,8,LB,"6'3""",212
Alabama,2024,8,LB,"6'0""",205
Alabama,2024,8,LB,"6'1""",228
Alabama,2024,8,LB,"6'4""",232
Alabama,2024,8,LB,"6'4""",242
Alabama,2024,8,LB,"6'2""",239
Alabama,2024,8,LB,"6'2""",230
Alabama,2024,8,LB,"6'3""",228
Alabama,2024,8,LB,"6'0""",205
Alabama,2024,8,LB,"6'3""",239
Alabama,2024,8,LB,"6'0""",221
Alabama,2024,8,LB,"6'5""",241
Alabama,2024,8,LB,"6'4""",239
Alabama,2024,8,LB,"6'2""",251
Alabama,2024,8,LB,"6'2""",285
Alabama,2024,8,OL,"6'6""",335
Alabama,2024,8,OL,"6'5""",325
Alabama,2024,8,OL,"6'2""",290
Alabama,2024,8,OL,"6'5""",287
Alabama,2024,8,OL,"6'3""",305
Alabama,2024,8,OL,"6'7""",324
Alabama,2024,8,OL,"6'3""",315
Alabama,2024,8,OL,"6'3""",285
Alabama,2024,8,OL,"6'5""",307
Alabama,2024,8,OL,"6'2""",240
Alabama,2024,8,OL,"6'6""",342
Alabama,2024,8,OL,"6'3""",337
Alabama,2024,8,OL,"6'1""",235
Alabama,2024,8,OL,"6'4""",322
Alabama,2024,8,OL,"6'6""",327
Alabama,2024,8,OL,"6'7""",369
Alabama,2024,8,OL,"6'5""",310
Alabama,2024,8,OL,"5'11""",245
Alabama,2024,8,OL,"6'3""",285
Alabama,2024,8,OL,"6'3""",309
Alabama,2024,8,OL,"6'3""",270
Alabama,2024,8,OL,"6'5""",333
Alabama,2024,8,P,"6'6""",236
Alabama,2024,8,P,"6'0""",205
Alabama,2024,8,P,"6'4""",215
Alabama,2024,8,PK,"6'3""",195
Alabama,2024,8,PK,"6'0""",183
Alabama,2024,8,PK,"6'0""",185
Alabama,2024,8,PK,"6'1""",198
Alabama,2024,8,QB,"6'1""",195
Alabama,2024,8,QB,"6'2""",192
Alabama,2024,8,QB,"6'2""",214
Alabama,2024,8,QB,"6'6""",236
Alabama,2024,8,QB,"6'2""",225
Alabama,2024,8,QB,"6'2""",215
Alabama,2024,8,RB,"5'11""",185
Alabama,2024,8,RB,"5'11""",210
Alabama,2024,8,RB,"6'1""",241
Alabama,2024,8,RB,"6'0""",185
Alabama,2024,8,RB,"5'10""",218
Alabama,2024,8,RB,"5'9""",160
Alabama,2024,8,RB,"5'11""",195
Alabama,2024,8,RB,"5'11""",216
Alabama,2024,8,SN,"6'2""",240
Alabama,2024,8,SN,"6'4""",220
Alabama,2024,8,SN,"5'9""",185
Alabama,2024,8,SN,"6'0""",195
Alabama,2024,8,TE,"6'3""",251
Alabama,2024,8,TE,"6'5""",262
Alabama,2024,8,TE,"6'4""",225
Alabama,2024,8,TE,"6'5""",257
Alabama,2024,8,TE,"6'5""",255
Alabama,2024,8,TE,"6'5""",239
Alabama,2024,8,TE,"6'5""",250
Alabama,2024,8,TE,"6'4""",270
Alabama,2024,8,TE,"6'5""",232
Alabama,2024,8,WR,"5'10""",181
Alabama,2024,8,WR,"6'1""",209
Alabama,2024,8,WR,"6'1""",190
Alabama,2024,8,WR,"6'0""",195
Alabama,2024,8,WR,"5'10""",170
Alabama,2024,8,WR,"6'1""",205
Alabama,2024,8,WR,"6'1""",188
Alabama,2024,8,WR,"6'1""",195
Alabama,2024,8,WR,"5'10""",194
Alabama,2024,8,WR,"6'1""",187
Alabama,2024,8,WR,"6'0""",197
Alabama,2024,8,WR,"5'11""",209
Alabama,2024,8,WR,"5'11""",180
Alabama,2024,8,WR,"5'10""",185
Alabama,2024,8,WR,"6'5""",227
Alabama,2024,8,WR,"5'10""",188
Alabama,2024,8,WR,"6'0""",200
Alabama,2024,8,WR,"6'0""",175
Appalachian State,2024,27,CB,"6'0""",195
Appalachian State,2024,27,CB,"5'11""",195
Appalachian State,2024,27,CB,"6'2""",185
Appalachian State,2024,27,CB,"6'0""",190
Appalachian State,2024,27,CB,"6'1""",185
Appalachian State,2024,27,CB,"5'11""",195
Appalachian State,2024,27,CB,"6'0""",175
Appalachian State,2024,27,CB,"6'1""",185
Appalachian State,2024,27,CB,"6'2""",180
Appalachian State,2024,27,CB,"6'2""",190
Appalachian State,2024,27,DE,"6'3""",260
Appalachian State,2024,27,DE,"6'4""",230
Appalachian State,2024,27,DE,"6'3""",240
Appalachian State,2024,27,DE,"6'5""",265
Appalachian State,2024,27,DE,"6'3""",240
Appalachian State,2024,27,DE,"6'6""",275
Appalachian State,2024,27,DE,"6'2""",265
Appalachian State,2024,27,DE,"6'5""",275
Appalachian State,2024,27,DE,"6'4""",265
Appalachian State,2024,27,ILB,"6'2""",230
Appalachian State,2024,27,ILB,"6'2""",235
Appalachian State,2024,27,ILB,"6'1""",230
Appalachian State,2024,27,ILB,"6'1""",225
Appalachian State,2024,27,ILB,"6'0""",220
Appalachian State,2024,27,ILB,"6'1""",230
Appalachian State,2024,27,ILB,"6'1""",220
Appalachian State,2024,27,ILB,"6'0""",210
Appalachian State,2024,27,ILB,"6'0""",220
Appalachian State,2024,27,ILB,"6'2""",225
Appalachian State,2024,27,ILB,"6'1""",230
Appalachian State,2024,27,ILB,"6'2""",230
Appalachian State,2024,27,ILB,"6'1""",215
Appalachian State,2024,27,K,"5'10""",195
Appalachian State,2024,27,K,"6'3""",190
Appalachian State,2024,27,K,"6'1""",180
Appalachian State,2024,27,K,"5'10""",170
Appalachian State,2024,27,LS,"6'3""",250
Appalachian State,2024,27,LS,"6'0""",215
Appalachian State,2024,27,NT,"6'4""",290
Appalachian State,2024,27,NT,"6'1""",295
Appalachian State,2024,27,NT,"6'1""",320
Appalachian State,2024,27,NT,"6'1""",305
Appalachian State,2024,27,NT,"6'4""",295
Appalachian State,2024,27,OL,"6'6""",305
Appalachian State,2024,27,OL,"6'6""",275
Appalachian State,2024,27,OL,"6'8""",315
Appalachian State,2024,27,OL,"6'6""",295
Appalachian State,2024,27,OL,"6'7""",340
Appalachian State,2024,27,OL,"6'4""",300
Appalachian State,2024,27,OL,"6'6""",305
Appalachian State,2024,27,OL,"6'2""",290
Appalachian State,2024,27,OL,"6'4""",305
Appalachian State,2024,27,OL,"6'4""",300
Appalachian State,2024,27,OL,"6'7""",300
Appalachian State,2024,27,OL,"6'5""",310
Appalachian State,2024,27,OL,"6'6""",300
Appalachian State,2024,27,OL,"6'3""",290
Appalachian State,2024,27,OL,"6'4""",300
Appalachian State,2024,27,OL,"6'3""",325
Appalachian State,2024,27,OL,"6'5""",305
Appalachian State,2024,27,OL,"6'3""",275
Appalachian State,2024,27,OL,"6'4""",300
Appalachian State,2024,27,OL,"6'4""",295
Appalachian State,2024,27,OLB,"6'2""",235
Appalachian State,2024,27,OLB,"6'5""",240
Appalachian State,2024,27,OLB,"6'2""",225
Appalachian State,2024,27,OLB,"6'3""",250
Appalachian State,2024,27,OLB,"6'4""",235
Appalachian State,2024,27,P,"5'11""",195
Appalachian State,2024,27,P,"6'3""",200
Appalachian State,2024,27,QB,"6'3""",220
Appalachian State,2024,27,QB,"6'0""",195
Appalachian State,2024,27,QB,"6'0""",210
Appalachian State,2024,27,QB,"6'3""",215
Appalachian State,2024,27,QB,"6'0""",205
Appalachian State,2024,27,RB,"6'1""",205
Appalachian State,2024,27,RB,"6'0""",195
Appalachian State,2024,27,RB,"6'0""",220
Appalachian State,2024,27,RB,"5'10""",200
Appalachian State,2024,27,RB,"5'8""",195
Appalachian State,2024,27,RB,"6'2""",225
Appalachian State,2024,27,RB,"6'0""",205
Appalachian State,2024,27,SAF,"6'0""",195
Appalachian State,2024,27,SAF,"6'0""",200
Appalachian State,2024,27,SAF,"6'3""",210
Appalachian State,2024,27,SAF,"5'11""",195
Appalachian State,2024,27,SAF,"5'10""",190
Appalachian State,2024,27,SAF,"6'0""",205
Appalachian State,2024,27,SAF,"6'1""",195
Appalachian State,2024,27,SAF,"6'0""",210
Appalachian State,2024,27,SAF,"6'1""",195
Appalachian State,2024,27,SAF,"6'2""",205
Appalachian State,2024,27,STA,"6'0""",200
Appalachian State,2024,27,STA,"5'11""",195
Appalachian State,2024,27,STA,"6'0""",200
Appalachian State,2024,27,STA,"5'11""",200
Appalachian State,2024,27,TE,"6'4""",245
Appalachian State,2024,27,TE,"6'4""",235
Appalachian State,2024,27,TE,"6'4""",245
Appalachian State,2024,27,TE,"6'3""",240
Appalachian State,2024,27,TE,"6'5""",255
Appalachian State,2024,27,TE,"6'3""",240
Appalachian State,2024,27,WR,"6'4""",200
Appalachian State,2024,27,WR,"5'11""",185
Appalachian State,2024,27,WR,"6'1""",195
Appalachian State,2024,27,WR,"6'3""",205
Appalachian State,2024,27,WR,"6'2""",190
Appalachian State,2024,27,WR,"6'3""",190
Appalachian State,2024,27,WR,"5'11""",195
Appalachian State,2024,27,WR,"5'10""",185
Appalachian State,2024,27,WR,"6'2""",190
Appalachian State,2024,27,WR,"6'0""",200
Appalachian State,2024,27,WR,"6'0""",180
Appalachian State,2024,27,WR,"6'0""",185
Appalachian State,2024,27,WR,"5'10""",175
Appalachian State,2024,27,WR,"6'2""",205
Appalachian State,2024,27,WR,"6'2""",210
Appalachian State,2024,27,WR,"6'4""",205
Appalachian State,2024,27,WR,"6'3""",190
Arizona,2024,29,DB,"5'9""",175
Arizona,2024,29,DB,"6'4""",190
Arizona,2024,29,DB,"5'10""",182
Arizona,2024,29,DB,"5'11""",195
Arizona,2024,29,DB,"6'0""",190
Arizona,2024,29,DB,"6'0""",202
Arizona,2024,29,DB,"6'0""",185
Arizona,2024,29,DB,"6'2""",200
Arizona,2024,29,DB,"5'11""",202
Arizona,2024,29,DB,"6'3""",184
Arizona,2024,29,DB,"6'0""",180
Arizona,2024,29,DB,"6'0""",194
Arizona,2024,29,DB,"6'3""",193
Arizona,2024,29,DB,"5'11""",173
Arizona,2024,29,DB,"6'2""",182
Arizona,2024,29,DB,"6'2""",203
Arizona,2024,29,DB,"6'2""",198
Arizona,2024,29,DB,"6'0""",197
Arizona,2024,29,DL,"6'2""",277
Arizona,2024,29,DL,"6'4""",216
Arizona,2024,29,DL,"5'11""",281
Arizona,2024,29,DL,"6'7""",243
Arizona,2024,29,DL,"6'4""",237
Arizona,2024,29,DL,"6'5""",271
Arizona,2024,29,DL,"6'4""",284
Arizona,2024,29,DL,"6'1""",311
Arizona,2024,29,DL,"6'5""",238
Arizona,2024,29,DL,"6'4""",259
Arizona,2024,29,DL,"6'3""",220
Arizona,2024,29,DL,"6'4""",250
Arizona,2024,29,DL,"6'2""",349
Arizona,2024,29,DL,"6'3""",254
Arizona,2024,29,DL,"6'5""",280
Arizona,2024,29,DL,"6'2""",234
Arizona,2024,29,DL,"6'3""",259
Arizona,2024,29,DL,"6'5""",270
Arizona,2024,29,DL,"6'2""",274
Arizona,2024,29,DL,"6'4""",280
Arizona,2024,29,K,"6'1""",190
Arizona,2024,29,K,"6'3""",215
Arizona,2024,29,LB,"6'1""",201
Arizona,2024,29,LB,"6'2""",225
Arizona,2024,29,LB,"5'10""",221
Arizona,2024,29,LB,"6'2""",220
Arizona,2024,29,LB,"6'1""",216
Arizona,2024,29,LB,"6'2""",229
Arizona,2024,29,LB,"6'3""",234
Arizona,2024,29,LB,"5'11""",228
Arizona,2024,29,LB,"6'2""",232
Arizona,2024,29,LB,"6'0""",220
Arizona,2024,29,LB,"6'2""",222
Arizona,2024,29,LS,"6'3""",221
Arizona,2024,29,LS,"6'0""",227
Arizona,2024,29,OL,"6'3""",300
Arizona,2024,29,OL,"6'4""",301
Arizona,2024,29,OL,"6'7""",332
Arizona,2024,29,OL,"6'6""",324
Arizona,2024,29,OL,"6'4""",300
Arizona,2024,29,OL,"6'6""",292
Arizona,2024,29,OL,"6'5""",300
Arizona,2024,29,OL,"6'2""",335
Arizona,2024,29,OL,"6'2""",339
Arizona,2024,29,OL,"6'7""",298
Arizona,2024,29,OL,"6'6""",335
Arizona,2024,29,OL,"6'4""",280
Arizona,2024,29,OL,"6'5""",336
Arizona,2024,29,OL,"6'4""",297
Arizona,2024,29,OL,"6'3""",311
Arizona,2024,29,OL,"6'5""",311
Arizona,2024,29,OL,"6'6""",313
Arizona,2024,29,OL,"6'5""",315
Arizona,2024,29,P,"6'2""",220
Arizona,2024,29,P,"6'0""",213
Arizona,2024,29,P,"6'0""",210
Arizona,2024,29,QB,"6'1""",185
Arizona,2024,29,QB,"6'2""",187
Arizona,2024,29,QB,"6'5""",221
Arizona,2024,29,QB,"5'10""",188
Arizona,2024,29,QB,"6'2""",193
Arizona,2024,29,QB,"6'4""",201
Arizona,2024,29,RB,"5'10""",209
Arizona,2024,29,RB,"5'11""",208
Arizona,2024,29,RB,"5'9""",190
Arizona,2024,29,RB,"5'11""",239
Arizona,2024,29,RB,"5'9""",172
Arizona,2024,29,RB,"6'0""",216
Arizona,2024,29,RB,"6'2""",269
Arizona,2024,29,RB,"6'0""",214
Arizona,2024,29,RB,"5'11""",183
Arizona,2024,29,TE,"6'6""",248
Arizona,2024,29,TE,"6'4""",249
Arizona,2024,29,TE,"6'3""",244
Arizona,2024,29,TE,"6'3""",241
Arizona,2024,29,TE,"6'7""",248
Arizona,2024,29,TE,"6'4""",212
Arizona,2024,29,TE,"6'5""",246
Arizona,2024,29,WR,"5'11""",186
Arizona,2024,29,WR,"6'4""",200
Arizona,2024,29,WR,"6'4""",208
Arizona,2024,29,WR,"6'1""",192
Arizona,2024,29,WR,"6'2""",184
Arizona,2024,29,WR,"6'4""",211
Arizona,2024,29,WR,"6'2""",194
Arizona,2024,29,WR,"5'11""",165
Arizona,2024,29,WR,"6'5""",212
Arizona,2024,29,WR,"6'0""",201
Arizona,2024,29,WR,"6'3""",193
Arizona,2024,29,WR,"5'10""",175
Arizona,2024,29,WR,"6'3""",198
Arizona,2024,29,WR,"6'2""",172
Arizona State,2024,28,DB,"5'11""",185
Arizona State,2024,28,DB,"6'0""",200
Arizona State,2024,28,DB,"6'2""",190
Arizona State,2024,28,DB,"6'0""",180
Arizona State,2024,28,DB,"6'2""",190
Arizona State,2024,28,DB,"6'2""",200
Arizona State,2024,28,DB,"5'11""",165
Arizona State,2024,28,DB,"6'1""",180
Arizona State,2024,28,DB,"5'10""",170
Arizona State,2024,28,DB,"5'10""",180
Arizona State,2024,28,DB,"5'10""",175
Arizona State,2024,28,DB,"5'11""",190
Arizona State,2024,28,DB,"6'0""",180
Arizona State,2024,28,DB,"6'0""",205
Arizona State,2024,28,DB,"5'11""",175
Arizona State,2024,28,DB,"5'11""",185
Arizona State,2024,28,DB,"6'1""",185
Arizona State,2024,28,DB,"6'0""",195
Arizona State,2024,28,DB,"6'0""",200
Arizona State,2024,28,DB,"6'1""",195
Arizona State,2024,28,DB,"5'10""",180
Arizona State,2024,28,DB,"6'0""",205
Arizona State,2024,28,DE,"6'1""",225
Arizona State,2024,28,DL,"6'1""",235
Arizona State,2024,28,DL,"6'3""",280
Arizona State,2024,28,DL,"6'1""",285
Arizona State,2024,28,DL,"6'1""",285
Arizona State,2024,28,DL,"6'2""",265
Arizona State,2024,28,DL,"6'3""",280
Arizona State,2024,28,DL,"6'2""",240
Arizona State,2024,28,DL,"6'1""",295
Arizona State,2024,28,DL,"6'2""",290
Arizona State,2024,28,DL,"6'4""",285
Arizona State,2024,28,DL,"6'2""",235
Arizona State,2024,28,DL,"6'3""",245
Arizona State,2024,28,DL,"6'4""",255
Arizona State,2024,28,DL,"6'1""",280
Arizona State,2024,28,DL,"6'4""",240
Arizona State,2024,28,DL,"6'4""",290
Arizona State,2024,28,DL,"6'2""",245
Arizona State,2024,28,DL,"6'3""",260
Arizona State,2024,28,DL,"6'3""",270
Arizona State,2024,28,DL,"6'2""",270
Arizona State,2024,28,DL,"6'2""",270
Arizona State,2024,28,K,"5'10""",190
Arizona State,2024,28,K,"6'3""",225
Arizona State,2024,28,LB,"6'0""",220
Arizona State,2024,28,LB,"6'2""",230
Arizona State,2024,28,LB,"5'11""",225
Arizona State,2024,28,LB,"6'2""",210
Arizona State,2024,28,LB,"6'4""",225
Arizona State,2024,28,LB,"6'2""",225
Arizona State,2024,28,LB,"6'1""",220
Arizona State,2024,28,LB,"6'0""",225
Arizona State,2024,28,LB,"6'2""",215
Arizona State,2024,28,LS,"5'10""",200
Arizona State,2024,28,LS,"5'9""",205
Arizona State,2024,28,OL,"6'3""",320
Arizona State,2024,28,OL,"6'6""",310
Arizona State,2024,28,OL,"6'3""",305
Arizona State,2024,28,OL,"6'6""",300
Arizona State,2024,28,OL,"6'3""",325
Arizona State,2024,28,OL,"6'3""",320
Arizona State,2024,28,OL,"6'2""",315
Arizona State,2024,28,OL,"6'5""",280
Arizona State,2024,28,OL,"6'5""",310
Arizona State,2024,28,OL,"6'5""",315
Arizona State,2024,28,OL,"6'3""",275
Arizona State,2024,28,OL,"6'1""",280
Arizona State,2024,28,OL,"6'2""",350
Arizona State,2024,28,OL,"6'5""",295
Arizona State,2024,28,OL,"6'10""",370
Arizona State,2024,28,OL,"6'3""",300
Arizona State,2024,28,OL,"6'2""",265
Arizona State,2024,28,OL,"6'3""",300
Arizona State,2024,28,OL,"6'4""",315
Arizona State,2024,28,OL,"6'4""",320
Arizona State,2024,28,OL,"6'3""",350
