Team,Year,Split,G,Cmp,Att,Pct,Yds,TD,Avg,Plays,Pass,Rush,Pen,Tot,No.,Fum,Int
Clemson,2023,Offense,13,23.2,40.3,63.7,42.6,1.8,5.2,76.8,11.4,10.3,1.7,1.7,4.9,1.0,0.7
Clemson,2023,Defense,13,16.3,30.5,52.9,47.8,1.3,4.7,61.3,7.1,5.6,1.5,2.2,5.5,0.9,1.2
Clemson,2023,Difference,,+6.9,+9.8,+10.8,-5.2,+0.5,+0.5,+15.5,+4.3,+4.7,+0.2,-0.5,-0.6,+0.1,-0.5
Clemson,2022,Offense,14,21.3,39.0,62.1,48.2,2.2,5.6,73.3,10.4,10.2,2.4,1.6,5.4,0.9,0.7
Clemson,2022,Defense,14,21.4,31.6,61.3,59.9,0.9,5.0,66.4,10.2,6.4,1.8,1.5,6.1,0.6,0.9
Clemson,2022,Difference,,-0.1,+7.4,+0.8,-11.7,+1.3,+0.6,+6.9,+0.2,+3.8,+0.6,+0.1,-0.7,+0.3,-0.2
Colorado,2024,Offense,13,27.2,26.2,73.2,67.8,1.2,6.1,63.3,13.2,4.8,2.4,1.2,7.7,0.4,0.8
Colorado,2024,Defense,13,17.6,39.2,58.3,66.9,1.3,5.1,69.4,8.5,9.5,2.2,2.1,7.6,0.9,1.2
Colorado,2024,Difference,,+9.6,-13.0,+14.9,+0.9,-0.1,+1.0,-6.1,+4.7,-4.7,+0.2,-0.9,+0.1,-0.5,-0.4
Colorado,2023,Offense,12,26.9,29.8,68.1,71.2,1.0,5.2,69.3,12.8,5.8,2.6,0.9,8.9,0.6,0.3
Colorado,2023,Defense,12,22.4,37.6,64.5,73.6,2.0,6.3,72.3,13.3,9.3,2.1,1.7,7.8,0.8,0.8
Colorado,2023,Difference,,+4.5,-7.8,+3.6,-2.4,-1.0,-1.1,-3.0,-0.5,-3.5,+0.5,-0.8,+1.1,-0.2,-0.5
Colorado,2022,Offense,12,14.9,32.3,49.7,48.3,0.9,4.5,62.3,7.2,7.2,1.6,1.8,5.3,1.0,0.8
Colorado,2022,Defense,12,20.4,40.4,67.1,53.5,3.3,7.2,70.8,12.1,12.5,1.2,0.9,6.0,0.4,0.5
Colorado,2022,Difference,,-5.5,-8.1,-17.4,-5.2,-2.4,-2.7,-8.5,-4.9,-5.3,+0.4,+0.9,-0.7,+0.6,+0.3
Colorado State,2024,Offense,13,18.2,35.6,60.5,51.5,1.5,5.9,65.6,8.7,7.9,1.3,1.5,6.5,0.8,0.8
Colorado State,2024,Defense,13,20.2,35.2,61.2,56.2,1.6,5.8,68.1,10.4,7.8,1.8,1.6,6.7,0.8,0.8
Colorado State,2024,Difference,,-2.0,+0.4,-0.7,-4.7,-0.1,+0.1,-2.5,-1.7,+0.1,-0.5,-0.1,-0.2,0.0,0.0
Colorado State,2023,Offense,12,25.9,27.7,62.1,69.8,0.8,5.7,69.4,13.8,5.3,1.7,2.1,7.7,0.6,1.5
Colorado State,2023,Defense,12,23.2,40.4,71.5,62.0,1.5,5.7,72.8,11.3,9.6,2.2,1.7,6.4,0.9,0.8
Colorado State,2023,Difference,,+2.7,-12.7,-9.4,+7.8,-0.7,0.0,-3.4,+2.5,-4.3,-0.5,+0.4,+1.3,-0.3,+0.7
Colorado State,2022,Offense,12,16.9,32.1,63.0,60.4,0.3,4.9,58.9,7.9,5.5,1.3,1.7,6.9,0.8,0.9
Colorado State,2022,Defense,12,18.3,39.4,61.7,43.4,2.0,5.1,69.0,9.2,9.5,1.5,1.3,4.8,0.6,0.7
Colorado State,2022,Difference,,-1.4,-7.3,+1.3,+17.0,-1.7,-0.2,-10.1,-1.3,-4.0,-0.2,+0.4,+2.1,+0.2,+0.2
Connecticut,2024,Offense,13,17.1,39.7,56.1,52.7,1.8,5.7,70.2,8.8,9.3,2.5,1.2,5.3,0.5,0.7
Connecticut,2024,Defense,13,20.6,34.8,61.9,64.2,1.2,5.1,68.2,8.8,7.4,1.8,1.2,7.7,0.4,0.8
Connecticut,2024,Difference,,-3.5,+4.9,-5.8,-11.5,+0.6,+0.6,+2.0,0.0,+1.9,+0.7,0.0,-2.4,+0.1,-0.1
Connecticut,2023,Offense,12,18.3,32.9,57.5,55.0,1.3,5.1,64.7,8.3,8.1,1.6,1.4,6.2,0.8,0.6
Connecticut,2023,Defense,12,21.3,35.0,67.7,45.7,1.8,6.1,66.5,11.7,7.8,2.1,1.1,5.6,0.6,0.5
Connecticut,2023,Difference,,-3.0,-2.1,-10.2,+9.3,-0.5,-1.0,-1.8,-3.4,+0.3,-0.5,+0.3,+0.6,+0.2,+0.1
Connecticut,2022,Offense,13,12.1,40.4,56.9,60.0,1.5,4.9,61.6,5.0,9.5,1.6,1.7,7.1,0.9,0.8
Connecticut,2022,Defense,13,19.1,38.6,62.6,46.7,1.8,5.5,69.1,9.5,10.1,2.1,1.7,5.2,0.7,1.0
Connecticut,2022,Difference,,-7.0,+1.8,-5.7,+13.3,-0.3,-0.6,-7.5,-4.5,-0.6,-0.5,0.0,+1.9,+0.2,-0.2
Duke,2024,Offense,13,21.5,29.3,60.0,50.1,1.0,5.2,65.2,10.8,4.6,2.2,1.5,5.2,0.5,1.0
Duke,2024,Defense,13,18.9,39.9,58.0,58.1,1.2,5.0,72.5,9.4,8.7,2.2,2.1,6.7,1.1,1.0
Duke,2024,Difference,,+2.6,-10.6,+2.0,-8.0,-0.2,+0.2,-7.3,+1.4,-4.1,0.0,-0.6,-1.5,-0.6,0.0
Duke,2023,Offense,13,15.4,34.5,56.0,44.8,2.0,5.6,61.9,9.0,7.5,2.2,1.2,5.6,0.5,0.6
Duke,2023,Defense,13,20.0,36.4,62.4,57.3,1.2,5.2,68.5,10.6,8.5,1.2,1.2,6.3,0.4,0.8
Duke,2023,Difference,,-4.6,-1.9,-6.4,-12.5,+0.8,+0.4,-6.6,-1.6,-1.0,+1.0,0.0,-0.7,+0.1,-0.2
Duke,2022,Offense,13,19.6,37.2,63.8,50.5,2.4,6.1,68.0,9.8,9.8,2.1,0.8,5.2,0.3,0.5
Duke,2022,Defense,13,21.8,32.7,60.9,49.6,0.8,5.5,68.5,11.8,7.6,1.4,2.0,5.0,1.2,0.8
Duke,2022,Difference,,-2.2,+4.5,+2.9,+0.9,+1.6,+0.6,-0.5,-2.0,+2.2,+0.7,-1.2,+0.2,-0.9,-0.3
East Carolina,2024,Offense,13,19.8,36.2,60.3,63.6,1.8,6.3,69.2,11.6,8.7,1.7,2.3,7.6,0.5,1.8
East Carolina,2024,Defense,13,19.6,41.8,60.0,60.8,1.6,5.4,74.5,10.4,8.6,2.2,1.7,6.9,0.6,1.1
East Carolina,2024,Difference,,+0.2,-5.6,+0.3,+2.8,+0.2,+0.9,-5.3,+1.2,+0.1,-0.5,+0.6,+0.7,-0.1,+0.7
East Carolina,2023,Offense,12,17.3,32.1,53.6,54.8,1.0,4.3,64.4,7.7,6.4,1.1,1.8,5.8,0.6,1.2
East Carolina,2023,Defense,12,17.5,36.3,60.9,47.1,1.1,5.2,65.1,9.4,6.2,2.1,1.3,5.4,0.8,0.5
East Carolina,2023,Difference,,-0.2,-4.2,-7.3,+7.7,-0.1,-0.9,-0.7,-1.7,+0.2,-1.0,+0.5,+0.4,-0.2,+0.7
East Carolina,2022,Offense,13,24.8,32.5,66.7,37.5,1.9,6.6,69.7,12.5,8.0,2.1,0.5,4.3,0.2,0.4
East Carolina,2022,Defense,13,22.2,32.7,66.1,53.1,1.2,6.1,66.2,12.9,7.2,1.1,1.5,5.8,0.7,0.8
East Carolina,2022,Difference,,+2.6,-0.2,+0.6,-15.6,+0.7,+0.5,+3.5,-0.4,+0.8,+1.0,-1.0,-1.5,-0.5,-0.4
Eastern Michigan,2024,Offense,12,20.8,39.8,59.9,62.0,1.4,5.1,74.4,10.8,8.5,2.3,1.4,6.4,0.6,0.8
Eastern Michigan,2024,Defense,12,16.4,36.3,63.8,64.6,1.6,6.2,62.1,8.3,8.6,2.8,1.3,7.3,0.8,0.4
Eastern Michigan,2024,Difference,,+4.4,+3.5,-3.9,-2.6,-0.2,-1.1,+12.3,+2.5,-0.1,-0.5,+0.1,-0.9,-0.2,+0.4
Eastern Michigan,2023,Offense,13,15.2,32.9,55.0,59.8,1.4,4.3,60.5,6.8,7.0,2.0,1.4,6.2,0.5,0.9
Eastern Michigan,2023,Defense,13,17.5,39.5,58.9,57.5,1.8,5.8,69.2,9.8,9.9,2.5,1.5,6.5,0.8,0.6
Eastern Michigan,2023,Difference,,-2.3,-6.6,-3.9,+2.3,-0.4,-1.5,-8.7,-3.0,-2.9,-0.5,-0.1,-0.3,-0.3,+0.3
Eastern Michigan,2022,Offense,13,18.8,38.7,62.2,73.5,1.9,5.3,68.8,9.8,9.2,2.3,1.5,7.9,0.5,0.9
Eastern Michigan,2022,Defense,13,17.4,36.3,56.5,78.2,1.8,5.6,67.1,10.0,8.2,2.9,1.5,8.5,0.5,1.0
Eastern Michigan,2022,Difference,,+1.4,+2.4,+5.7,-4.7,+0.1,-0.3,+1.7,-0.2,+1.0,-0.6,0.0,-0.6,0.0,-0.1
Florida,2024,Offense,13,16.0,35.5,60.8,54.0,2.0,6.3,61.8,9.2,8.7,1.4,1.5,5.9,0.4,1.1
Florida,2024,Defense,13,18.8,39.4,58.0,44.1,1.3,5.3,71.8,10.5,9.3,1.8,1.9,4.8,0.8,1.1
Florida,2024,Difference,,-2.8,-3.9,+2.8,+9.9,+0.7,+1.0,-10.0,-1.3,-0.6,-0.4,-0.4,+1.1,-0.4,0.0
Florida,2023,Offense,12,23.5,35.1,72.3,49.6,1.8,6.1,67.6,11.9,8.1,1.7,1.0,6.6,0.6,0.4
Florida,2023,Defense,12,16.3,32.2,59.8,46.0,1.8,6.4,59.3,9.2,7.0,1.5,0.6,6.0,0.3,0.3
Florida,2023,Difference,,+7.2,+2.9,+12.5,+3.6,0.0,-0.3,+8.3,+2.7,+1.1,+0.2,+0.4,+0.6,+0.3,+0.1
Florida,2022,Offense,13,15.3,36.3,54.4,50.1,2.2,6.6,64.5,9.9,8.7,1.4,1.1,6.8,0.4,0.7
Florida,2022,Defense,13,18.5,39.0,60.6,44.4,2.2,5.9,69.5,10.8,10.4,1.6,1.8,5.6,1.2,0.7
Florida,2022,Difference,,-3.2,-2.7,-6.2,+5.7,0.0,+0.7,-5.0,-0.9,-1.7,-0.2,-0.7,+1.2,-0.8,0.0
Florida Atlantic,2024,Offense,12,17.1,38.2,58.6,51.6,2.0,5.9,67.3,9.3,8.5,1.7,1.5,6.6,0.6,0.9
Florida Atlantic,2024,Defense,12,17.6,37.5,55.8,52.5,1.5,6.0,69.0,9.8,9.3,1.9,1.5,6.0,0.6,0.9
Florida Atlantic,2024,Difference,,-0.5,+0.7,+2.8,-0.9,+0.5,-0.1,-1.7,-0.5,-0.8,-0.2,0.0,+0.6,0.0,0.0
Florida Atlantic,2023,Offense,12,22.1,30.8,64.3,33.3,1.3,5.1,65.1,9.7,6.3,2.0,1.4,3.4,0.2,1.3
Florida Atlantic,2023,Defense,12,21.9,39.8,63.8,47.3,1.0,5.4,74.1,11.7,9.1,1.3,1.5,5.4,0.7,0.8
Florida Atlantic,2023,Difference,,+0.2,-9.0,+0.5,-14.0,+0.3,-0.3,-9.0,-2.0,-2.8,+0.7,-0.1,-2.0,-0.5,+0.5
Florida Atlantic,2022,Offense,12,18.1,40.9,57.3,58.0,1.6,5.7,72.5,10.7,9.0,2.5,1.1,6.2,0.7,0.4
Florida Atlantic,2022,Defense,12,20.4,36.7,60.5,58.3,1.3,6.0,70.4,10.9,7.9,2.2,1.8,6.9,0.8,1.0
Florida Atlantic,2022,Difference,,-2.3,+4.2,-3.2,-0.3,+0.3,-0.3,+2.1,-0.2,+1.1,+0.3,-0.7,-0.7,-0.1,-0.6
Florida International,2024,Offense,12,17.2,33.4,61.7,47.4,1.3,5.7,61.3,9.9,6.4,1.6,1.6,5.5,0.7,0.9
Florida International,2024,Defense,12,17.6,41.0,59.1,54.8,2.3,5.2,70.8,8.0,10.3,1.4,1.3,6.6,0.4,0.9
Florida International,2024,Difference,,-0.4,-7.6,+2.6,-7.4,-1.0,+0.5,-9.5,+1.9,-3.9,+0.2,+0.3,-1.1,+0.3,0.0
Florida International,2023,Offense,12,18.3,31.7,57.4,50.6,1.4,5.0,63.6,9.1,5.3,1.0,1.8,5.8,0.8,1.0
Florida International,2023,Defense,12,20.1,40.6,62.0,43.1,1.4,6.0,73.0,11.4,9.8,1.6,1.0,4.5,0.5,0.5
Florida International,2023,Difference,,-1.8,-8.9,-4.6,+7.5,0.0,-1.0,-9.4,-2.3,-4.5,-0.6,+0.8,+1.3,+0.3,+0.5
Florida International,2022,Offense,12,22.6,29.7,57.9,53.3,0.9,4.7,68.7,10.4,6.0,1.4,1.8,6.2,0.5,1.3
Florida International,2022,Defense,12,22.2,41.1,65.8,47.1,2.6,6.0,74.8,11.8,10.0,2.4,1.3,5.4,0.8,0.6
Florida International,2022,Difference,,+0.4,-11.4,-7.9,+6.2,-1.7,-1.3,-6.1,-1.4,-4.0,-1.0,+0.5,+0.8,-0.3,+0.7
Florida State,2024,Offense,12,14.9,31.5,50.4,47.9,0.7,4.4,61.1,8.6,5.3,1.3,1.8,5.6,0.8,1.1
Florida State,2024,Defense,12,17.0,39.8,62.6,43.8,1.8,5.8,66.9,9.2,9.7,2.1,0.5,4.8,0.2,0.3
Florida State,2024,Difference,,-2.1,-8.3,-12.2,+4.1,-1.1,-1.4,-5.8,-0.6,-4.4,-0.8,+1.3,+0.8,+0.6,+0.8
Florida State,2023,Offense,14,18.6,33.1,60.0,56.6,2.3,6.3,64.0,10.8,6.9,1.9,0.6,6.1,0.4,0.3
Florida State,2023,Defense,14,14.4,36.4,48.3,61.8,1.2,5.0,66.1,7.5,8.1,2.2,1.2,7.4,0.5,0.7
Florida State,2023,Difference,,+4.2,-3.3,+11.7,-5.2,+1.1,+1.3,-2.1,+3.3,-1.2,-0.3,-0.6,-1.3,-0.1,-0.4
Florida State,2022,Offense,13,19.2,39.2,63.0,59.1,2.5,7.0,69.5,11.0,11.2,2.0,1.1,6.7,0.5,0.5
Florida State,2022,Defense,13,15.2,39.5,56.4,62.7,1.1,4.8,66.4,8.2,9.0,1.8,1.2,7.4,0.6,0.6
Florida State,2022,Difference,,+4.0,-0.3,+6.6,-3.6,+1.4,+2.2,+3.1,+2.8,+2.2,+0.2,-0.1,-0.7,-0.1,-0.1
Fresno State,2024,Offense,13,23.1,29.5,69.4,54.7,1.6,5.4,62.7,10.8,5.6,2.4,1.3,6.2,0.2,1.1
Fresno State,2024,Defense,13,19.7,36.5,54.6,63.1,1.1,4.9,72.5,9.9,8.5,2.4,1.5,6.9,0.4,1.2
Fresno State,2024,Difference,,+3.4,-7.0,+14.8,-8.4,+0.5,+0.5,-9.8,+0.9,-2.9,0.0,-0.2,-0.7,-0.2,-0.1
Fresno State,2023,Offense,13,25.9,28.2,65.1,40.2,1.2,5.7,68.0,13.4,6.2,1.6,1.1,4.5,0.2,0.9
Fresno State,2023,Defense,13,17.2,38.4,55.5,52.9,1.2,5.4,69.3,10.0,9.2,1.4,1.8,6.2,0.5,1.3
Fresno State,2023,Difference,,+8.7,-10.2,+9.6,-12.7,0.0,+0.3,-1.3,+3.4,-3.0,+0.2,-0.7,-1.7,-0.3,-0.4
Fresno State,2022,Offense,14,24.0,33.3,71.0,40.1,2.0,6.0,67.1,12.5,7.9,1.7,1.0,4.5,0.4,0.6
Fresno State,2022,Defense,14,16.6,35.0,53.5,52.5,1.2,5.1,66.0,8.7,7.8,1.9,1.3,6.1,0.4,0.9
Fresno State,2022,Difference,,+7.4,-1.7,+17.5,-12.4,+0.8,+0.9,+1.1,+3.8,+0.1,-0.2,-0.3,-1.6,0.0,-0.3
Georgia,2024,Offense,14,24.0,30.6,65.5,53.6,1.7,6.0,67.3,12.9,7.3,1.6,1.4,5.7,0.5,0.9
Georgia,2024,Defense,14,17.9,34.9,58.9,49.3,1.0,5.0,65.4,8.9,7.0,1.9,1.4,6.4,0.8,0.6
Georgia,2024,Difference,,+6.1,-4.3,+6.6,+4.3,+0.7,+1.0,+1.9,+4.0,+0.3,-0.3,0.0,-0.7,-0.3,+0.3
Georgia,2023,Offense,14,23.4,35.8,71.8,43.3,2.9,7.3,68.4,13.8,10.6,1.6,1.0,4.4,0.5,0.5
Georgia,2023,Defense,14,16.7,30.1,54.8,38.9,0.9,4.8,60.6,8.1,6.7,1.2,1.2,5.0,0.2,1.0
Georgia,2023,Difference,,+6.7,+5.7,+17.0,+4.4,+2.0,+2.5,+7.8,+5.7,+3.9,+0.4,-0.2,-0.6,+0.3,-0.5
Georgia,2022,Offense,15,22.4,37.1,68.2,44.9,2.9,7.2,70.0,13.8,9.9,1.3,1.2,4.4,0.7,0.5
Georgia,2022,Defense,15,19.6,26.7,57.5,40.8,0.5,4.9,60.8,9.4,4.5,1.6,1.3,5.5,0.5,0.8
Georgia,2022,Difference,,+2.8,+10.4,+10.7,+4.1,+2.4,+2.3,+9.2,+4.4,+5.4,-0.3,-0.1,-1.1,+0.2,-0.3
Georgia Southern,2024,Offense,13,22.2,34.4,64.8,48.3,1.8,5.3,68.7,10.7,8.4,2.7,1.7,5.6,0.8,0.8
Georgia Southern,2024,Defense,13,21.3,34.4,63.2,77.5,1.8,6.3,68.1,11.8,8.1,1.1,1.5,8.5,0.5,1.0
Georgia Southern,2024,Difference,,+0.9,0.0,+1.6,-29.2,0.0,-1.0,+0.6,-1.1,+0.3,+1.6,+0.2,-2.9,+0.3,-0.2
Georgia Southern,2023,Offense,13,28.9,29.0,65.2,51.8,1.2,5.7,73.4,13.8,7.3,2.0,2.4,5.8,0.8,1.5
Georgia Southern,2023,Defense,13,19.2,34.9,62.9,60.8,2.3,6.1,65.4,10.5,8.2,1.4,1.6,6.2,0.6,1.0
Georgia Southern,2023,Difference,,+9.7,-5.9,+2.3,-9.0,-1.1,-0.4,+8.0,+3.3,-0.9,+0.6,+0.8,-0.4,+0.2,+0.5
Georgia Southern,2022,Offense,13,28.8,28.5,61.1,45.8,1.8,6.2,75.5,14.8,7.7,2.7,1.6,5.1,0.4,1.2
Georgia Southern,2022,Defense,13,19.5,41.7,58.7,62.8,2.2,6.5,75.0,10.8,12.5,1.2,1.2,7.0,0.4,0.8
Georgia Southern,2022,Difference,,+9.3,-13.2,+2.4,-17.0,-0.4,-0.3,+0.5,+4.0,-4.8,+1.5,+0.4,-1.9,0.0,+0.4
Georgia State,2024,Offense,12,22.6,30.4,60.4,49.1,1.1,5.7,67.8,11.8,6.9,2.0,1.6,5.1,0.5,1.1
Georgia State,2024,Defense,12,17.0,40.3,63.2,58.3,2.3,6.2,67.2,9.8,10.8,1.5,1.4,6.6,0.7,0.8
Georgia State,2024,Difference,,+5.6,-9.9,-2.8,-9.2,-1.2,-0.5,+0.6,+2.0,-3.9,+0.5,+0.2,-1.5,-0.2,+0.3
Georgia State,2023,Offense,13,19.2,39.5,67.8,57.5,1.9,5.8,67.7,8.2,9.7,1.7,1.2,6.4,0.6,0.5
Georgia State,2023,Defense,13,21.8,34.0,65.0,51.5,1.4,6.3,67.6,11.6,7.3,2.0,1.3,5.8,0.5,0.8
Georgia State,2023,Difference,,-2.6,+5.5,+2.8,+6.0,+0.5,-0.5,+0.1,-3.4,+2.4,-0.3,-0.1,+0.6,+0.1,-0.3
Georgia State,2022,Offense,12,14.5,48.1,58.4,64.9,2.2,5.7,72.9,8.8,11.5,1.9,1.7,7.1,1.1,0.6
Georgia State,2022,Defense,12,18.1,39.7,60.3,51.4,1.8,5.7,69.7,9.3,10.3,2.4,2.1,5.3,1.0,1.1
Georgia State,2022,Difference,,-3.6,+8.4,-1.9,+13.5,+0.4,0.0,+3.2,-0.5,+1.2,-0.5,-0.4,+1.8,+0.1,-0.5
Georgia Tech,2024,Offense,13,20.7,37.8,65.3,43.3,2.2,6.1,69.5,10.6,9.7,1.3,0.8,5.4,0.2,0.5
Georgia Tech,2024,Defense,13,19.5,30.0,63.1,40.3,1.2,5.6,60.8,9.6,7.0,1.7,0.8,4.3,0.5,0.4
Georgia Tech,2024,Difference,,+1.2,+7.8,+2.2,+3.0,+1.0,+0.5,+8.7,+1.0,+2.7,-0.4,0.0,+1.1,-0.3,+0.1
Georgia Tech,2023,Offense,13,17.8,37.8,60.9,44.8,1.8,6.3,67.0,9.5,11.0,1.8,1.6,5.2,0.3,1.3
Georgia Tech,2023,Defense,13,17.3,41.2,61.1,58.2,2.2,6.3,69.5,9.2,11.4,1.5,1.9,6.5,0.8,1.1
Georgia Tech,2023,Difference,,+0.5,-3.4,-0.2,-13.4,-0.4,0.0,-2.5,+0.3,-0.4,+0.3,-0.3,-1.3,-0.5,+0.2
Georgia Tech,2022,Offense,12,18.3,35.5,57.5,51.9,1.1,4.8,67.3,8.9,7.2,1.6,1.1,5.8,0.3,0.8
Georgia Tech,2022,Defense,12,17.8,41.7,58.2,61.3,1.7,5.6,72.2,9.6,10.7,2.6,2.0,7.1,1.1,0.9
Georgia Tech,2022,Difference,,+0.5,-6.2,-0.7,-9.4,-0.6,-0.8,-4.9,-0.7,-3.5,-1.0,-0.9,-1.3,-0.8,-0.1
Hawaii,2024,Offense,12,23.8,28.3,59.6,70.3,0.6,5.4,68.3,12.5,5.9,2.3,1.6,8.0,0.3,1.3
Hawaii,2024,Defense,12,19.9,35.5,65.3,68.3,1.7,5.7,66.0,9.3,8.5,2.6,0.9,6.9,0.4,0.5
Hawaii,2024,Difference,,+3.9,-7.2,-5.7,+2.0,-1.1,-0.3,+2.3,+3.2,-2.6,-0.3,+0.7,+1.1,-0.1,+0.8
Hawaii,2023,Offense,13,25.9,25.0,62.8,56.4,0.5,5.3,66.3,11.8,5.4,2.1,1.8,6.2,0.6,1.2
Hawaii,2023,Defense,13,15.7,37.0,61.6,53.3,2.0,6.2,62.5,8.8,9.1,2.2,1.0,5.5,0.5,0.5
Hawaii,2023,Difference,,+10.2,-12.0,+1.2,+3.1,-1.5,-0.9,+3.8,+3.0,-3.7,-0.1,+0.8,+0.7,+0.1,+0.7
Hawaii,2022,Offense,13,20.1,31.2,53.3,50.2,1.2,5.0,68.9,9.2,8.1,1.5,1.5,5.6,0.6,0.9
Hawaii,2022,Defense,13,18.1,38.1,63.9,48.6,2.2,6.6,66.4,9.9,10.2,1.6,0.9,5.2,0.2,0.8
Hawaii,2022,Difference,,+2.0,-6.9,-10.6,+1.6,-1.0,-1.6,+2.5,-0.7,-2.1,-0.1,+0.6,+0.4,+0.4,+0.1
Houston,2024,Offense,12,15.2,35.8,65.0,51.9,0.8,4.9,59.2,6.4,7.3,1.3,2.3,5.5,0.8,1.4
Houston,2024,Defense,12,16.6,34.7,59.8,42.3,1.2,5.2,62.4,8.6,7.5,1.8,1.6,4.5,0.6,1.0
Houston,2024,Difference,,-1.4,+1.1,+5.2,+9.6,-0.4,-0.3,-3.2,-2.2,-0.2,-0.5,+0.7,+1.0,+0.2,+0.4
Houston,2023,Offense,12,21.8,29.9,64.0,49.2,0.8,5.6,63.9,10.7,7.0,1.5,1.3,5.7,0.2,1.1
Houston,2023,Defense,12,21.9,38.9,68.5,47.3,2.3,6.0,70.9,11.9,9.9,1.0,1.2,5.3,0.4,0.8
Houston,2023,Difference,,-0.1,-9.0,-4.5,+1.9,-1.5,-0.4,-7.0,-1.2,-2.9,+0.5,+0.1,+0.4,-0.2,+0.3
Houston,2022,Offense,13,25.9,30.9,67.4,70.4,1.3,6.6,69.4,14.9,7.2,1.4,1.5,7.9,0.7,0.8
Houston,2022,Defense,13,23.4,34.5,63.5,30.5,1.4,5.9,71.4,12.5,8.5,2.3,1.1,3.2,0.5,0.6
Houston,2022,Difference,,+2.5,-3.6,+3.9,+39.9,-0.1,+0.7,-2.0,+2.4,-1.3,-0.9,+0.4,+4.7,+0.2,+0.2
Illinois,2024,Offense,13,16.4,34.8,60.3,40.2,1.7,5.9,61.9,9.8,8.5,2.2,1.1,5.2,0.6,0.5
Illinois,2024,Defense,13,20.2,33.9,59.0,50.8,0.9,5.5,68.1,10.8,9.0,1.3,1.5,5.6,0.6,0.9
Illinois,2024,Difference,,-3.8,+0.9,+1.3,-10.6,+0.8,+0.4,-6.2,-1.0,-0.5,+0.9,-0.4,-0.4,0.0,-0.4
Illinois,2023,Offense,12,21.8,33.0,62.9,62.4,1.0,5.8,67.6,12.3,6.4,1.7,1.9,6.6,0.8,1.1
Illinois,2023,Defense,12,20.1,38.3,60.4,47.8,1.6,5.3,71.5,10.9,8.7,2.8,1.3,5.7,0.7,0.6
Illinois,2023,Difference,,+1.7,-5.3,+2.5,+14.6,-0.6,+0.5,-3.9,+1.4,-2.3,-1.1,+0.6,+0.9,+0.1,+0.5
Illinois,2022,Offense,13,21.2,41.8,69.6,61.4,1.4,5.2,72.2,10.4,8.9,1.8,1.3,6.5,0.9,0.4
Illinois,2022,Defense,13,16.4,30.4,51.3,46.5,0.5,4.4,62.3,8.2,5.2,2.0,2.5,4.9,0.6,1.8
Illinois,2022,Difference,,+4.8,+11.4,+18.3,+14.9,+0.9,+0.8,+9.9,+2.2,+3.7,-0.2,-1.2,+1.6,+0.3,-1.4
Indiana,2024,Offense,13,18.9,37.8,68.1,43.9,2.8,6.5,65.5,11.9,10.0,1.6,0.7,4.8,0.2,0.5
Indiana,2024,Defense,13,19.1,29.2,62.5,44.9,0.9,4.3,59.8,8.0,5.2,1.5,1.8,5.8,0.7,1.2
Indiana,2024,Difference,,-0.2,+8.6,+5.6,-1.0,+1.9,+2.2,+5.7,+3.9,+4.8,+0.1,-1.1,-1.0,-0.5,-0.7
Indiana,2023,Offense,12,17.9,36.1,58.6,50.6,1.1,5.0,66.7,10.2,7.4,2.2,1.5,5.4,0.7,0.8
Indiana,2023,Defense,12,18.5,37.3,60.8,60.1,1.5,5.8,67.8,10.3,9.0,1.8,1.1,6.5,0.3,0.8
Indiana,2023,Difference,,-0.6,-1.2,-2.2,-9.5,-0.4,-0.8,-1.1,-0.1,-1.6,+0.4,+0.4,-1.1,+0.4,0.0
Indiana,2022,Offense,12,21.8,33.0,54.0,45.3,1.3,4.5,73.3,9.8,6.8,2.7,1.5,5.0,0.4,1.1
Indiana,2022,Defense,12,21.8,42.2,64.1,67.2,1.6,5.9,76.3,12.4,8.7,1.9,1.2,7.4,0.6,0.6
Indiana,2022,Difference,,0.0,-9.2,-10.1,-21.9,-0.3,-1.4,-3.0,-2.6,-1.9,+0.8,+0.3,-2.4,-0.2,+0.5
Iowa,2024,Offense,13,12.5,38.5,62.7,29.8,2.3,5.6,58.5,6.3,9.0,1.4,0.9,3.2,0.3,0.6
Iowa,2024,Defense,13,20.0,31.2,61.9,44.7,0.3,5.0,63.5,9.5,7.2,1.1,1.8,5.7,0.6,1.2
Iowa,2024,Difference,,-7.5,+7.3,+0.8,-14.9,+2.0,+0.6,-5.0,-3.2,+1.8,+0.3,-0.9,-2.5,-0.3,-0.6
Iowa,2023,Offense,14,12.1,34.7,48.9,30.9,0.8,3.9,59.6,5.4,5.9,1.6,1.6,3.6,0.8,0.8
Iowa,2023,Defense,14,18.9,35.6,56.1,52.0,0.5,4.1,69.3,8.4,6.9,1.1,1.1,6.1,0.4,0.7
Iowa,2023,Difference,,-6.8,-0.9,-7.2,-21.1,+0.3,-0.2,-9.7,-3.0,-1.0,+0.5,+0.5,-2.5,+0.4,+0.1
Iowa,2022,Offense,13,14.8,32.5,55.0,32.7,0.9,4.2,59.3,7.2,5.5,1.1,1.3,4.1,0.8,0.5
Iowa,2022,Defense,13,18.8,35.8,58.6,40.0,0.3,4.0,67.9,7.6,7.0,1.0,1.8,4.9,0.6,1.2
