Team,Year,Split,G,Cmp,Att,Pct,Yds,TD,Avg,Plays,Pass,Rush,Pen,Tot,No.,Fum,Int
Mississippi State,2023,Offense,12,16.8,33.4,57.8,56.8,1.0,5.3,62.4,8.8,6.6,1.2,1.2,6.3,0.3,0.8
Mississippi State,2023,Defense,12,19.3,37.4,67.9,45.5,1.2,5.3,65.8,8.6,8.2,1.6,1.0,5.6,0.4,0.6
Mississippi State,2023,Difference,,-2.5,-4.0,-10.1,+11.3,-0.2,0.0,-3.4,+0.2,-1.6,-0.4,+0.2,+0.7,-0.1,+0.2
Mississippi State,2022,Offense,13,32.9,22.7,67.5,60.8,0.9,5.5,71.5,15.2,5.4,2.2,1.5,6.3,0.8,0.7
Mississippi State,2022,Defense,13,19.5,34.3,59.8,49.5,1.5,5.2,66.8,8.5,7.4,2.5,1.8,6.5,0.7,1.1
Mississippi State,2022,Difference,,+13.4,-11.6,+7.7,+11.3,-0.6,+0.3,+4.7,+6.7,-2.0,-0.3,-0.3,-0.2,+0.1,-0.4
Missouri,2024,Offense,13,19.2,39.8,61.9,50.6,2.0,5.5,70.9,9.2,10.5,1.5,0.7,5.6,0.3,0.4
Missouri,2024,Defense,13,15.2,33.5,60.9,52.5,1.2,5.4,58.5,7.7,7.2,1.4,1.3,6.0,0.8,0.5
Missouri,2024,Difference,,+4.0,+6.3,+1.0,-1.9,+0.8,+0.1,+12.4,+1.5,+3.3,+0.1,-0.6,-0.4,-0.5,-0.1
Missouri,2023,Offense,13,19.1,38.2,65.6,54.5,1.9,6.5,67.2,10.8,9.5,1.6,0.7,7.2,0.2,0.5
Missouri,2023,Defense,13,19.2,32.4,61.6,60.5,0.6,5.3,63.6,9.2,7.0,1.8,1.5,7.5,0.8,0.7
Missouri,2023,Difference,,-0.1,+5.8,+4.0,-6.0,+1.3,+1.2,+3.6,+1.6,+2.5,-0.2,-0.8,-0.3,-0.6,-0.2
Missouri,2022,Offense,13,19.3,37.7,63.4,63.7,1.5,5.4,68.2,9.5,7.8,1.4,1.6,7.8,0.9,0.7
Missouri,2022,Defense,13,18.1,34.4,59.6,42.5,1.5,5.3,64.7,8.9,7.5,2.2,1.4,5.4,0.5,0.8
Missouri,2022,Difference,,+1.2,+3.3,+3.8,+21.2,0.0,+0.1,+3.5,+0.6,+0.3,-0.8,+0.2,+2.4,+0.4,-0.1
Navy,2024,Offense,13,7.6,45.5,55.3,45.0,2.9,6.3,59.3,4.8,11.4,0.8,1.1,5.1,0.6,0.5
Navy,2024,Defense,13,18.5,37.5,59.3,49.1,1.3,5.4,68.6,9.2,8.9,1.6,1.8,6.0,0.5,1.3
Navy,2024,Difference,,-10.9,+8.0,-4.0,-4.1,+1.6,+0.9,-9.3,-4.4,+2.5,-0.8,-0.7,-0.9,+0.1,-0.8
Navy,2023,Offense,12,8.5,45.7,51.3,46.0,1.3,4.8,62.3,4.0,10.2,0.3,1.1,5.7,0.7,0.4
Navy,2023,Defense,12,18.8,35.3,65.2,24.8,1.0,5.5,64.0,9.5,7.0,1.4,2.0,3.4,1.2,0.8
Navy,2023,Difference,,-10.3,+10.4,-13.9,+21.2,+0.3,-0.7,-1.7,-5.5,+3.2,-1.1,-0.9,+2.3,-0.5,-0.4
Navy,2022,Offense,12,4.5,59.0,42.9,31.3,1.8,4.7,69.5,2.9,13.3,1.4,1.3,3.8,0.8,0.5
Navy,2022,Defense,12,18.3,29.6,63.2,45.5,0.6,5.8,58.6,9.2,5.3,1.1,1.5,5.7,0.8,0.7
Navy,2022,Difference,,-13.8,+29.4,-20.3,-14.2,+1.2,-1.1,+10.9,-6.3,+8.0,+0.3,-0.2,-1.9,0.0,-0.2
Nebraska,2024,Offense,13,22.2,34.5,66.2,53.2,1.7,5.3,67.9,10.5,8.4,2.8,1.5,6.2,0.5,0.9
Nebraska,2024,Defense,13,18.6,30.0,63.9,62.5,0.6,5.4,59.2,9.3,5.3,1.8,1.3,6.2,0.5,0.8
Nebraska,2024,Difference,,+3.6,+4.5,+2.3,-9.3,+1.1,-0.1,+8.7,+1.2,+3.1,+1.0,+0.2,0.0,0.0,+0.1
Nebraska,2023,Offense,12,11.3,39.8,52.1,42.8,1.3,5.1,61.6,5.5,9.5,1.5,2.6,5.1,1.3,1.3
Nebraska,2023,Defense,12,20.4,31.3,59.5,52.6,0.8,4.6,65.7,9.8,5.5,1.3,1.2,5.9,0.4,0.8
Nebraska,2023,Difference,,-9.1,+8.5,-7.4,-9.8,+0.5,+0.5,-4.1,-4.3,+4.0,+0.2,+1.4,-0.8,+0.9,+0.5
Nebraska,2022,Offense,12,17.1,35.0,60.3,42.5,1.4,5.4,63.3,9.3,7.0,1.8,1.6,5.4,0.5,1.1
Nebraska,2022,Defense,12,20.3,41.6,59.6,53.2,1.8,5.5,75.6,10.8,11.1,1.2,1.3,5.7,0.6,0.8
Nebraska,2022,Difference,,-3.2,-6.6,+0.7,-10.7,-0.4,-0.1,-12.3,-1.5,-4.1,+0.6,+0.3,-0.3,-0.1,+0.3
Nevada,2024,Offense,13,19.0,35.5,67.5,71.9,1.6,5.9,63.7,9.0,8.8,1.7,1.2,7.6,0.5,0.6
Nevada,2024,Defense,13,16.2,38.2,60.5,49.2,2.4,6.0,64.8,9.7,10.4,2.8,1.0,5.4,0.2,0.8
Nevada,2024,Difference,,+2.8,-2.7,+7.0,+22.7,-0.8,-0.1,-1.1,-0.7,-1.6,-1.1,+0.2,+2.2,+0.3,-0.2
Nevada,2023,Offense,12,15.9,36.9,55.4,58.5,1.2,4.6,65.7,7.0,7.2,2.5,1.7,6.8,0.7,1.0
Nevada,2023,Defense,12,18.8,35.3,65.0,64.2,1.9,6.9,64.1,10.3,9.0,1.8,1.3,6.9,0.6,0.8
Nevada,2023,Difference,,-2.9,+1.6,-9.6,-5.7,-0.7,-2.3,+1.6,-3.3,-1.8,+0.7,+0.4,-0.1,+0.1,+0.2
Nevada,2022,Offense,12,18.1,35.6,54.5,55.1,1.6,4.4,68.8,8.4,7.0,1.8,1.4,6.0,0.8,0.7
Nevada,2022,Defense,12,17.8,38.2,60.1,72.5,1.9,5.8,67.8,9.9,7.8,1.9,1.6,8.4,0.7,0.9
Nevada,2022,Difference,,+0.3,-2.6,-5.6,-17.4,-0.3,-1.4,+1.0,-1.5,-0.8,-0.1,-0.2,-2.4,+0.1,-0.2
Nevada-Las Vegas,2024,Offense,14,12.7,44.5,57.6,49.2,2.1,6.3,66.6,7.6,11.9,1.7,0.6,5.6,0.2,0.4
Nevada-Las Vegas,2024,Defense,14,21.1,32.6,57.3,60.3,1.2,5.0,69.6,11.1,6.7,1.9,1.6,6.4,0.4,1.2
Nevada-Las Vegas,2024,Difference,,-8.4,+11.9,+0.3,-11.1,+0.9,+1.3,-3.0,-3.5,+5.2,-0.2,-1.0,-0.8,-0.2,-0.8
Nevada-Las Vegas,2023,Offense,14,17.9,38.4,62.1,61.8,2.8,6.1,67.3,10.3,8.2,2.0,1.4,6.9,0.5,0.9
Nevada-Las Vegas,2023,Defense,14,17.5,37.8,61.4,55.3,1.6,6.3,66.3,9.9,8.0,2.1,1.9,5.7,0.7,1.2
Nevada-Las Vegas,2023,Difference,,+0.4,+0.6,+0.7,+6.5,+1.2,-0.2,+1.0,+0.4,+0.2,-0.1,-0.5,+1.2,-0.2,-0.3
Nevada-Las Vegas,2022,Offense,12,18.9,33.5,62.9,57.1,1.5,5.5,63.6,9.0,7.3,1.3,1.3,5.8,0.7,0.6
Nevada-Las Vegas,2022,Defense,12,18.6,40.1,62.3,41.7,1.6,5.5,69.9,9.3,9.7,1.9,1.8,4.5,0.5,1.3
Nevada-Las Vegas,2022,Difference,,+0.3,-6.6,+0.6,+15.4,-0.1,0.0,-6.3,-0.3,-2.4,-0.6,-0.5,+1.3,+0.2,-0.7
New Mexico,2024,Offense,12,18.8,38.0,57.9,81.5,3.1,6.9,70.5,10.4,12.4,2.0,1.6,9.3,0.6,1.0
New Mexico,2024,Defense,12,21.3,39.3,64.6,65.4,2.3,6.8,72.3,11.7,10.6,2.4,0.8,7.0,0.6,0.3
New Mexico,2024,Difference,,-2.5,-1.3,-6.7,+16.1,+0.8,+0.1,-1.8,-1.3,+1.8,-0.4,+0.8,+2.3,0.0,+0.7
New Mexico,2023,Offense,12,16.5,36.7,56.1,89.7,2.2,6.2,66.1,10.3,10.2,2.8,1.3,9.9,0.4,0.8
New Mexico,2023,Defense,12,16.3,34.0,61.1,74.0,2.1,6.7,60.6,9.2,8.8,2.8,0.7,7.9,0.3,0.3
New Mexico,2023,Difference,,+0.2,+2.7,-5.0,+15.7,+0.1,-0.5,+5.5,+1.1,+1.4,0.0,+0.6,+2.0,+0.1,+0.5
New Mexico,2022,Offense,12,11.4,36.6,53.7,51.2,1.0,3.9,57.8,4.1,7.7,1.6,1.2,6.1,0.4,0.8
New Mexico,2022,Defense,12,16.3,38.3,60.9,63.1,1.6,5.5,65.0,7.7,8.3,1.8,1.5,6.3,0.8,0.8
New Mexico,2022,Difference,,-4.9,-1.7,-7.2,-11.9,-0.6,-1.6,-7.2,-3.6,-0.6,-0.2,-0.3,-0.2,-0.4,0.0
New Mexico State,2024,Offense,12,11.8,41.3,44.1,48.1,1.3,4.8,67.9,7.3,9.3,2.8,1.9,5.4,0.9,1.0
New Mexico State,2024,Defense,12,18.3,38.3,57.7,75.6,2.4,6.4,70.0,10.3,9.3,1.6,0.8,7.0,0.1,0.8
New Mexico State,2024,Difference,,-6.5,+3.0,-13.6,-27.5,-1.1,-1.6,-2.1,-3.0,0.0,+1.2,+1.1,-1.6,+0.8,+0.2
New Mexico State,2023,Offense,15,15.7,35.0,59.8,61.2,1.5,6.7,61.2,9.2,9.9,1.5,1.0,6.5,0.3,0.7
New Mexico State,2023,Defense,15,20.3,32.5,63.9,54.0,1.5,6.1,64.3,10.7,8.2,1.9,0.9,6.3,0.4,0.5
New Mexico State,2023,Difference,,-4.6,+2.5,-4.1,+7.2,0.0,+0.6,-3.1,-1.5,+1.7,-0.4,+0.1,+0.2,-0.1,+0.2
New Mexico State,2022,Offense,13,12.2,34.8,52.1,56.6,1.9,5.7,58.3,7.0,7.3,2.4,1.5,6.5,0.5,1.0
New Mexico State,2022,Defense,13,17.0,38.2,58.8,54.5,1.6,5.0,67.1,9.4,8.4,1.8,1.1,6.2,0.5,0.5
New Mexico State,2022,Difference,,-4.8,-3.4,-6.7,+2.1,+0.3,+0.7,-8.8,-2.4,-1.1,+0.6,+0.4,+0.3,0.0,+0.5
North Carolina,2024,Offense,13,17.7,38.2,58.7,64.0,2.0,6.0,68.3,9.4,9.6,2.0,1.3,7.5,0.6,0.7
North Carolina,2024,Defense,13,16.7,37.9,58.0,59.4,1.6,5.6,66.7,8.5,8.8,2.1,1.2,6.7,0.5,0.7
North Carolina,2024,Difference,,+1.0,+0.3,+0.7,+4.6,+0.4,+0.4,+1.6,+0.9,+0.8,-0.1,+0.1,+0.8,+0.1,0.0
North Carolina,2023,Offense,13,22.5,38.3,63.5,66.3,2.2,6.7,73.7,12.0,10.6,2.0,1.3,7.2,0.5,0.8
North Carolina,2023,Defense,13,20.6,38.8,62.2,56.2,1.6,5.6,71.9,11.5,8.7,2.2,1.7,7.0,0.8,0.9
North Carolina,2023,Difference,,+1.9,-0.5,+1.3,+10.1,+0.6,+1.1,+1.8,+0.5,+1.9,-0.2,-0.4,+0.2,-0.3,-0.1
North Carolina,2022,Offense,14,24.6,36.3,65.4,55.3,1.7,6.3,73.9,13.9,8.9,1.9,1.0,6.1,0.5,0.5
North Carolina,2022,Defense,14,22.6,36.6,65.8,51.4,2.1,6.1,71.1,12.1,8.9,2.1,1.0,6.3,0.4,0.6
North Carolina,2022,Difference,,+2.0,-0.3,-0.4,+3.9,-0.4,+0.2,+2.8,+1.8,0.0,-0.2,0.0,-0.2,+0.1,-0.1
North Carolina State,2024,Offense,13,19.6,32.4,65.2,47.8,1.6,6.0,62.5,10.5,7.3,2.3,1.8,5.1,0.8,1.0
North Carolina State,2024,Defense,13,20.1,32.4,61.3,55.2,1.9,6.0,65.2,10.2,7.7,1.5,1.5,6.2,0.8,0.8
North Carolina State,2024,Difference,,-0.5,0.0,+3.9,-7.4,-0.3,0.0,-2.7,+0.3,-0.4,+0.8,+0.3,-1.1,0.0,+0.2
North Carolina State,2023,Offense,13,17.2,36.8,59.1,46.3,1.5,5.3,65.9,8.9,7.9,1.7,1.2,5.8,0.2,0.9
North Carolina State,2023,Defense,13,18.3,29.2,56.5,57.2,1.0,5.4,61.5,9.5,6.0,1.5,1.8,6.2,0.5,1.3
North Carolina State,2023,Difference,,-1.1,+7.6,+2.6,-10.9,+0.5,-0.1,+4.4,-0.6,+1.9,+0.2,-0.6,-0.4,-0.3,-0.4
North Carolina State,2022,Offense,13,20.7,34.0,57.1,57.5,0.6,4.8,70.2,10.5,7.4,2.5,1.2,7.3,0.6,0.6
North Carolina State,2022,Defense,13,20.3,30.0,57.3,64.6,1.0,5.0,65.5,9.6,5.0,1.9,1.7,7.6,0.2,1.5
North Carolina State,2022,Difference,,+0.4,+4.0,-0.2,-7.1,-0.4,-0.2,+4.7,+0.9,+2.4,+0.6,-0.5,-0.3,+0.4,-0.9
North Texas,2024,Offense,13,27.2,29.5,62.8,59.5,1.8,6.7,72.8,14.5,6.7,2.6,1.7,7.0,0.6,1.1
North Texas,2024,Defense,13,20.1,41.8,61.3,63.8,2.2,6.2,74.6,11.0,10.2,1.8,1.2,7.0,0.4,0.8
North Texas,2024,Difference,,+7.1,-12.3,+1.5,-4.3,-0.4,+0.5,-1.8,+3.5,-3.5,+0.8,+0.5,0.0,+0.2,+0.3
North Texas,2023,Offense,12,23.7,37.4,61.5,46.6,1.6,6.5,75.9,13.1,10.5,1.2,1.6,4.8,0.8,0.8
North Texas,2023,Defense,12,15.9,45.3,58.2,40.2,3.1,6.6,72.7,9.8,12.6,1.1,1.2,5.1,0.3,0.8
North Texas,2023,Difference,,+7.8,-7.9,+3.3,+6.4,-1.5,-0.1,+3.2,+3.3,-2.1,+0.1,+0.4,-0.3,+0.5,0.0
North Texas,2022,Offense,14,17.2,38.3,55.8,42.4,1.7,6.7,69.1,11.0,9.4,1.6,1.6,5.3,0.4,1.1
North Texas,2022,Defense,14,22.1,40.9,63.4,55.1,1.9,6.1,75.6,11.6,10.6,1.1,1.1,6.1,0.6,0.6
North Texas,2022,Difference,,-4.9,-2.6,-7.6,-12.7,-0.2,+0.6,-6.5,-0.6,-1.2,+0.5,+0.5,-0.8,-0.2,+0.5
Northern Illinois,2024,Offense,13,16.6,43.2,58.2,42.8,1.7,5.3,71.8,8.8,10.5,2.1,1.3,4.2,0.7,0.6
Northern Illinois,2024,Defense,13,15.4,31.7,53.8,45.5,0.8,4.7,60.3,7.6,6.8,1.9,1.1,5.2,0.4,0.7
Northern Illinois,2024,Difference,,+1.2,+11.5,+4.4,-2.7,+0.9,+0.6,+11.5,+1.2,+3.7,+0.2,+0.2,-1.0,+0.3,-0.1
Northern Illinois,2023,Offense,13,16.2,35.9,57.7,39.8,1.8,5.8,64.1,8.8,8.2,1.9,1.4,4.5,0.7,0.7
Northern Illinois,2023,Defense,13,15.4,35.4,56.8,56.1,1.5,5.1,62.5,7.9,8.5,1.5,1.2,6.2,0.4,0.8
Northern Illinois,2023,Difference,,+0.8,+0.5,+0.9,-16.3,+0.3,+0.7,+1.6,+0.9,-0.3,+0.4,+0.2,-1.7,+0.3,-0.1
Northern Illinois,2022,Offense,12,15.4,39.8,56.4,62.5,1.6,5.6,67.2,8.6,8.8,1.3,1.3,6.3,0.2,1.2
Northern Illinois,2022,Defense,12,18.7,37.2,62.0,48.5,1.2,5.9,67.3,11.9,8.1,2.3,1.7,5.3,1.0,0.7
Northern Illinois,2022,Difference,,-3.3,+2.6,-5.6,+14.0,+0.4,-0.3,-0.1,-3.3,+0.7,-1.0,-0.4,+1.0,-0.8,+0.5
Northwestern,2024,Offense,12,17.5,29.6,53.7,38.3,1.0,4.6,62.2,8.3,6.3,1.3,1.5,4.8,0.6,0.9
Northwestern,2024,Defense,12,20.4,32.5,62.7,32.2,1.8,5.6,65.1,10.8,7.4,0.8,1.3,3.8,0.5,0.8
Northwestern,2024,Difference,,-2.9,-2.9,-9.0,+6.1,-0.8,-1.0,-2.9,-2.5,-1.1,+0.5,+0.2,+1.0,+0.1,+0.1
Northwestern,2023,Offense,13,18.5,35.2,62.0,42.6,1.1,4.7,65.2,8.9,6.5,1.5,0.7,5.3,0.1,0.6
Northwestern,2023,Defense,13,17.8,38.8,64.8,37.8,1.5,5.1,66.3,8.2,9.1,1.1,1.7,4.2,0.7,1.0
Northwestern,2023,Difference,,+0.7,-3.6,-2.8,+4.8,-0.4,-0.4,-1.1,+0.7,-2.6,+0.4,-1.0,+1.1,-0.6,-0.4
Northwestern,2022,Offense,12,20.4,39.1,58.8,40.8,0.9,4.5,73.8,9.5,7.8,1.7,2.6,4.6,1.2,1.4
Northwestern,2022,Defense,12,15.4,41.4,59.3,43.3,2.0,5.6,67.4,8.2,10.4,1.8,1.0,4.8,0.5,0.5
Northwestern,2022,Difference,,+5.0,-2.3,-0.5,-2.5,-1.1,-1.1,+6.4,+1.3,-2.6,-0.1,+1.6,-0.2,+0.7,+0.9
Notre Dame,2024,Offense,16,18.5,35.5,66.5,50.9,2.8,6.3,63.3,9.4,9.2,1.8,0.9,5.8,0.4,0.5
Notre Dame,2024,Defense,16,14.7,36.5,52.1,48.3,1.0,4.8,64.7,7.4,7.9,1.8,2.1,5.4,0.9,1.2
Notre Dame,2024,Difference,,+3.8,-1.0,+14.4,+2.6,+1.8,+1.5,-1.4,+2.0,+1.3,0.0,-1.2,+0.4,-0.5,-0.7
Notre Dame,2023,Offense,13,17.5,35.2,64.7,47.9,2.2,7.0,62.2,10.8,9.2,0.9,1.3,5.3,0.6,0.7
Notre Dame,2023,Defense,13,15.0,33.6,52.4,34.8,1.1,4.4,62.2,7.6,6.2,2.1,1.8,4.2,0.6,1.2
Notre Dame,2023,Difference,,+2.5,+1.6,+12.3,+13.1,+1.1,+2.6,0.0,+3.2,+3.0,-1.2,-0.5,+1.1,0.0,-0.5
Notre Dame,2022,Offense,13,16.2,40.9,62.4,42.3,1.9,5.9,66.9,9.5,10.7,1.5,1.4,4.6,0.5,0.8
Notre Dame,2022,Defense,13,17.8,33.5,58.7,43.6,1.2,5.2,63.9,8.3,7.5,1.9,1.2,5.2,0.4,0.8
Notre Dame,2022,Difference,,-1.6,+7.4,+3.7,-1.3,+0.7,+0.7,+3.0,+1.2,+3.2,-0.4,+0.2,-0.6,+0.1,0.0
Ohio,2024,Offense,14,15.5,41.0,62.9,45.5,2.5,6.2,65.6,8.7,11.1,2.1,1.6,5.6,0.7,0.9
Ohio,2024,Defense,14,18.9,30.7,61.1,52.4,1.0,4.9,61.7,9.8,5.8,1.0,1.4,5.7,0.6,0.8
Ohio,2024,Difference,,-3.4,+10.3,+1.8,-6.9,+1.5,+1.3,+3.9,-1.1,+5.3,+1.1,+0.2,-0.1,+0.1,+0.1
Ohio,2023,Offense,13,18.4,37.3,62.4,51.8,1.4,5.2,66.8,9.8,8.8,2.4,1.0,5.6,0.3,0.7
Ohio,2023,Defense,13,17.9,28.2,62.8,60.5,0.7,4.8,56.7,7.5,5.2,1.7,1.8,6.3,0.6,1.2
Ohio,2023,Difference,,+0.5,+9.1,-0.4,-8.7,+0.7,+0.4,+10.1,+2.3,+3.6,+0.7,-0.8,-0.7,-0.3,-0.5
Ohio,2022,Offense,14,21.6,35.2,65.1,44.1,1.6,6.2,68.4,12.0,7.9,1.1,0.9,4.9,0.6,0.4
Ohio,2022,Defense,14,23.8,32.9,65.2,52.1,1.4,6.2,69.4,13.4,7.0,1.7,1.8,5.9,0.9,0.9
Ohio,2022,Difference,,-2.2,+2.3,-0.1,-8.0,+0.2,0.0,-1.0,-1.4,+0.9,-0.6,-0.9,-1.0,-0.3,-0.5
Ohio State,2024,Offense,16,20.3,33.4,71.4,40.8,2.1,6.9,61.8,11.4,8.4,0.9,1.0,4.5,0.4,0.6
Ohio State,2024,Defense,16,16.7,33.1,60.4,29.2,0.8,4.2,60.8,7.3,6.1,1.7,1.2,3.7,0.6,0.6
Ohio State,2024,Difference,,+3.6,+0.3,+11.0,+11.6,+1.3,+2.7,+1.0,+4.1,+2.3,-0.8,-0.2,+0.8,-0.2,0.0
Ohio State,2023,Offense,13,19.6,33.2,63.8,44.5,1.5,6.4,63.9,12.4,7.0,1.8,1.0,5.7,0.5,0.5
Ohio State,2023,Defense,13,15.2,34.8,52.7,40.7,0.5,4.2,63.7,7.3,6.8,1.5,0.8,4.8,0.3,0.5
Ohio State,2023,Difference,,+4.4,-1.6,+11.1,+3.8,+1.0,+2.2,+0.2,+5.1,+0.2,+0.3,+0.2,+0.9,+0.2,0.0
Ohio State,2022,Offense,13,21.1,35.8,66.8,48.0,2.3,7.3,67.4,13.2,8.7,2.0,0.8,5.6,0.3,0.5
Ohio State,2022,Defense,13,16.3,34.4,58.9,45.4,0.9,5.2,62.1,7.8,5.6,1.5,1.4,5.4,0.5,0.8
Ohio State,2022,Difference,,+4.8,+1.4,+7.9,+2.6,+1.4,+2.1,+5.3,+5.4,+3.1,+0.5,-0.6,+0.2,-0.2,-0.3
Oklahoma,2024,Offense,13,18.1,40.1,63.0,45.5,1.3,4.8,68.8,7.7,9.2,2.1,1.6,5.3,1.2,0.5
Oklahoma,2024,Defense,13,16.7,36.6,60.1,52.9,0.8,4.9,64.4,8.8,6.2,1.3,1.6,6.2,0.9,0.7
Oklahoma,2024,Difference,,+1.4,+3.5,+2.9,-7.4,+0.5,-0.1,+4.4,-1.1,+3.0,+0.8,0.0,-0.9,+0.3,-0.2
Oklahoma,2023,Offense,13,23.8,40.1,68.4,58.5,2.5,6.8,74.9,13.4,10.0,2.2,1.5,6.8,0.8,0.7
Oklahoma,2023,Defense,13,20.7,35.5,56.8,47.8,1.1,5.4,71.9,10.8,7.3,1.8,2.0,5.8,0.5,1.5
Oklahoma,2023,Difference,,+3.1,+4.6,+11.6,+10.7,+1.4,+1.4,+3.0,+2.6,+2.7,+0.4,-0.5,+1.0,+0.3,-0.8
Oklahoma,2022,Offense,13,19.3,44.7,61.7,50.2,2.2,6.2,76.0,10.6,11.9,1.3,1.2,5.7,0.5,0.6
Oklahoma,2022,Defense,13,23.8,41.8,61.9,40.6,2.2,5.7,80.2,13.3,10.7,1.8,1.6,4.9,0.3,1.3
Oklahoma,2022,Difference,,-4.5,+2.9,-0.2,+9.6,0.0,+0.5,-4.2,-2.7,+1.2,-0.5,-0.4,+0.8,+0.2,-0.7
Oklahoma State,2024,Offense,12,22.3,29.8,59.5,43.4,1.6,5.6,67.3,12.1,6.8,1.6,1.9,5.0,0.5,1.4
Oklahoma State,2024,Defense,12,21.2,39.8,62.7,48.9,2.3,6.8,73.5,12.4,11.3,1.3,1.3,5.3,0.3,1.0
Oklahoma State,2024,Difference,,+1.1,-10.0,-3.2,-5.5,-0.7,-1.2,-6.2,-0.3,-4.5,+0.3,+0.6,-0.3,+0.2,+0.4
Oklahoma State,2023,Offense,14,24.6,32.1,60.4,41.4,2.1,5.9,72.8,13.3,7.0,1.4,1.5,5.0,0.4,1.1
Oklahoma State,2023,Defense,14,19.2,36.6,60.7,45.2,1.6,6.5,68.2,10.4,8.6,1.1,1.6,5.6,0.7,0.9
Oklahoma State,2023,Difference,,+5.4,-4.5,-0.3,-3.8,+0.5,-0.6,+4.6,+2.9,-1.6,+0.3,-0.1,-0.6,-0.3,+0.2
Oklahoma State,2022,Offense,13,22.5,36.6,55.7,33.5,1.5,5.3,76.9,12.5,7.7,2.1,1.8,3.5,0.4,1.4
Oklahoma State,2022,Defense,13,22.0,38.0,57.4,53.3,1.8,5.7,76.3,11.5,8.3,1.2,1.5,5.9,0.5,1.0
Oklahoma State,2022,Difference,,+0.5,-1.4,-1.7,-19.8,-0.3,-0.4,+0.6,+1.0,-0.6,+0.9,+0.3,-2.4,-0.1,+0.4
Old Dominion,2024,Offense,12,16.3,40.1,58.6,54.2,2.3,5.9,67.8,8.8,9.7,1.2,1.7,6.2,0.9,0.8
Old Dominion,2024,Defense,12,19.0,40.4,61.0,49.2,1.5,5.7,71.6,9.8,9.7,1.8,1.4,5.9,0.4,1.0
Old Dominion,2024,Difference,,-2.7,-0.3,-2.4,+5.0,+0.8,+0.2,-3.8,-1.0,0.0,-0.6,+0.3,+0.3,+0.5,-0.2
Old Dominion,2023,Offense,13,15.7,36.5,56.5,61.1,1.2,5.4,64.2,7.3,7.8,1.4,1.4,6.5,0.5,0.8
Old Dominion,2023,Defense,13,22.6,40.7,65.6,50.1,1.0,5.2,75.2,11.8,8.1,2.4,1.6,5.7,0.8,0.8
Old Dominion,2023,Difference,,-6.9,-4.2,-9.1,+11.0,+0.2,+0.2,-11.0,-4.5,-0.3,-1.0,-0.2,+0.8,-0.3,0.0
Old Dominion,2022,Offense,12,19.8,25.9,56.3,62.1,0.7,5.6,61.0,10.0,4.6,1.4,1.6,6.8,1.0,0.6
Old Dominion,2022,Defense,12,19.3,47.4,64.8,53.8,1.6,5.7,77.3,10.5,10.8,2.3,1.6,6.2,0.6,1.0
Old Dominion,2022,Difference,,+0.5,-21.5,-8.5,+8.3,-0.9,-0.1,-16.3,-0.5,-6.2,-0.9,0.0,+0.6,+0.4,-0.4
Ole Miss,2024,Offense,13,22.7,38.5,68.0,72.0,2.2,7.3,71.8,13.5,9.9,1.3,1.0,7.2,0.5,0.5
Ole Miss,2024,Defense,13,20.5,35.1,59.7,53.8,0.5,4.5,69.5,10.2,5.8,2.5,1.8,6.2,0.8,0.9
Ole Miss,2024,Difference,,+2.2,+3.4,+8.3,+18.2,+1.7,+2.8,+2.3,+3.3,+4.1,-1.2,-0.8,+1.0,-0.3,-0.4
Ole Miss,2023,Offense,13,19.7,41.2,65.0,59.1,2.2,6.5,71.5,11.8,10.2,1.4,0.5,7.2,0.1,0.5
Ole Miss,2023,Defense,13,19.4,38.2,60.9,47.8,1.5,5.5,70.0,10.4,8.3,1.7,1.4,5.6,0.4,1.0
Ole Miss,2023,Difference,,+0.3,+3.0,+4.1,+11.3,+0.7,+1.0,+1.5,+1.4,+1.9,-0.3,-0.9,+1.6,-0.3,-0.5
Ole Miss,2022,Offense,13,18.4,47.2,61.8,63.5,2.5,6.4,77.0,9.8,13.5,1.9,1.6,6.8,0.7,0.9
Ole Miss,2022,Defense,13,21.1,39.7,63.6,47.1,1.4,5.3,72.8,9.8,9.6,1.8,1.5,5.9,0.9,0.6
Ole Miss,2022,Difference,,-2.7,+7.5,-1.8,+16.4,+1.1,+1.1,+4.2,0.0,+3.9,+0.1,+0.1,+0.9,-0.2,+0.3
Oregon,2024,Offense,14,23.9,35.6,72.8,41.4,2.1,6.4,68.5,12.5,9.1,1.5,0.8,5.3,0.4,0.4
Oregon,2024,Defense,14,16.7,31.4,55.7,46.5,1.1,5.1,61.4,8.6,6.9,1.6,1.3,5.5,0.4,0.9
Oregon,2024,Difference,,+7.2,+4.2,+17.1,-5.1,+1.0,+1.3,+7.1,+3.9,+2.2,-0.1,-0.5,-0.2,0.0,-0.5
Oregon,2023,Offense,14,28.4,31.2,77.2,60.6,2.4,7.8,67.9,15.1,9.9,1.6,0.5,6.6,0.1,0.4
Oregon,2023,Defense,14,21.1,28.6,60.2,44.5,0.7,5.0,63.8,10.0,6.0,2.1,1.3,5.5,0.4,0.9
Oregon,2023,Difference,,+7.3,+2.6,+17.0,+16.1,+1.7,+2.8,+4.1,+5.1,+3.9,-0.5,-0.8,+1.1,-0.3,-0.5
Oregon,2022,Offense,13,23.7,39.1,71.3,57.2,2.6,6.9,72.3,12.2,12.7,1.6,0.9,6.8,0.2,0.7
