Team,Year,Team ID,Team URL
Texas Tech,2024,700,https://cfbstats.com/2024/team/700/index.html
Texas Tech,2023,700,https://cfbstats.com/2023/team/700/index.html
Texas Tech,2022,700,https://cfbstats.com/2022/team/700/index.html
Toledo,2024,709,https://cfbstats.com/2024/team/709/index.html
Toledo,2023,709,https://cfbstats.com/2023/team/709/index.html
Toledo,2022,709,https://cfbstats.com/2022/team/709/index.html
Troy,2024,716,https://cfbstats.com/2024/team/716/index.html
Troy,2023,716,https://cfbstats.com/2023/team/716/index.html
Troy,2022,716,https://cfbstats.com/2022/team/716/index.html
Tulane,2024,718,https://cfbstats.com/2024/team/718/index.html
Tulane,2023,718,https://cfbstats.com/2023/team/718/index.html
Tulane,2022,718,https://cfbstats.com/2022/team/718/index.html
Tulsa,2024,719,https://cfbstats.com/2024/team/719/index.html
Tulsa,2023,719,https://cfbstats.com/2023/team/719/index.html
Tulsa,2022,719,https://cfbstats.com/2022/team/719/index.html
UAB,2024,9,https://cfbstats.com/2024/team/9/index.html
UAB,2023,9,https://cfbstats.com/2023/team/9/index.html
UAB,2022,9,https://cfbstats.com/2022/team/9/index.html
UCF,2024,128,https://cfbstats.com/2024/team/128/index.html
UCF,2023,128,https://cfbstats.com/2023/team/128/index.html
UCF,2022,128,https://cfbstats.com/2022/team/128/index.html
UCLA,2024,110,https://cfbstats.com/2024/team/110/index.html
UCLA,2023,110,https://cfbstats.com/2023/team/110/index.html
UCLA,2022,110,https://cfbstats.com/2022/team/110/index.html
USC,2024,657,https://cfbstats.com/2024/team/657/index.html
USC,2023,657,https://cfbstats.com/2023/team/657/index.html
USC,2022,657,https://cfbstats.com/2022/team/657/index.html
UTEP,2024,704,https://cfbstats.com/2024/team/704/index.html
UTEP,2023,704,https://cfbstats.com/2023/team/704/index.html
UTEP,2022,704,https://cfbstats.com/2022/team/704/index.html
UTSA,2024,706,https://cfbstats.com/2024/team/706/index.html
UTSA,2023,706,https://cfbstats.com/2023/team/706/index.html
UTSA,2022,706,https://cfbstats.com/2022/team/706/index.html
Utah,2024,732,https://cfbstats.com/2024/team/732/index.html
Utah,2023,732,https://cfbstats.com/2023/team/732/index.html
Utah,2022,732,https://cfbstats.com/2022/team/732/index.html
Utah State,2024,731,https://cfbstats.com/2024/team/731/index.html
Utah State,2023,731,https://cfbstats.com/2023/team/731/index.html
Utah State,2022,731,https://cfbstats.com/2022/team/731/index.html
Vanderbilt,2024,736,https://cfbstats.com/2024/team/736/index.html
Vanderbilt,2023,736,https://cfbstats.com/2023/team/736/index.html
Vanderbilt,2022,736,https://cfbstats.com/2022/team/736/index.html
Virginia,2024,746,https://cfbstats.com/2024/team/746/index.html
Virginia,2023,746,https://cfbstats.com/2023/team/746/index.html
Virginia,2022,746,https://cfbstats.com/2022/team/746/index.html
Virginia Tech,2024,742,https://cfbstats.com/2024/team/742/index.html
Virginia Tech,2023,742,https://cfbstats.com/2023/team/742/index.html
Virginia Tech,2022,742,https://cfbstats.com/2022/team/742/index.html
Wake Forest,2024,749,https://cfbstats.com/2024/team/749/index.html
Wake Forest,2023,749,https://cfbstats.com/2023/team/749/index.html
Wake Forest,2022,749,https://cfbstats.com/2022/team/749/index.html
Washington,2024,756,https://cfbstats.com/2024/team/756/index.html
Washington,2023,756,https://cfbstats.com/2023/team/756/index.html
Washington,2022,756,https://cfbstats.com/2022/team/756/index.html
Washington State,2024,754,https://cfbstats.com/2024/team/754/index.html
Washington State,2023,754,https://cfbstats.com/2023/team/754/index.html
Washington State,2022,754,https://cfbstats.com/2022/team/754/index.html
West Virginia,2024,768,https://cfbstats.com/2024/team/768/index.html
West Virginia,2023,768,https://cfbstats.com/2023/team/768/index.html
West Virginia,2022,768,https://cfbstats.com/2022/team/768/index.html
Western Kentucky,2024,772,https://cfbstats.com/2024/team/772/index.html
Western Kentucky,2023,772,https://cfbstats.com/2023/team/772/index.html
Western Kentucky,2022,772,https://cfbstats.com/2022/team/772/index.html
Western Michigan,2024,774,https://cfbstats.com/2024/team/774/index.html
Western Michigan,2023,774,https://cfbstats.com/2023/team/774/index.html
Western Michigan,2022,774,https://cfbstats.com/2022/team/774/index.html
Wisconsin,2024,796,https://cfbstats.com/2024/team/796/index.html
Wisconsin,2023,796,https://cfbstats.com/2023/team/796/index.html
Wisconsin,2022,796,https://cfbstats.com/2022/team/796/index.html
Wyoming,2024,811,https://cfbstats.com/2024/team/811/index.html
Wyoming,2023,811,https://cfbstats.com/2023/team/811/index.html
Wyoming,2022,811,https://cfbstats.com/2022/team/811/index.html
